"","J12_GZP5_plus","J2_WT2_minus","J28_WT_minus_B","J29_WT_plus_A","J3_WT3_minus","J31_GZP_plus_A","J32_GZP_plus_B","J4_GZP1_minus","J5_GZP2_minus","J6_GZP3_minus","J8_WT4_plus","J9_WT5_plus"
"1617.00_03557",91,58,56,48,69,79,67,96,71,87,68,68
"1617.00_03558",371,167,136,225,240,221,161,365,200,303,367,404
"1617.00_03559",3341,2611,1946,2422,2931,2382,1713,3858,2410,3219,3044,2743
"1617.00_03560",361,295,221,335,371,282,208,441,280,376,358,349
"1617.00_03561",155,123,75,109,123,95,70,183,99,137,211,199
"1617.00_03562",51,32,30,42,32,28,23,59,19,36,62,59
"1617.00_03563",130,28,46,53,55,58,35,87,41,64,147,161
"1617.00_03564",252,97,73,109,130,97,99,163,90,151,248,307
"1617.00_03565",36,28,16,21,24,30,14,41,25,29,37,49
"1617.00_03566",84,40,42,74,70,81,52,108,56,60,109,123
"1617.00_03567",63,53,36,57,44,45,25,65,40,43,52,46
"1617.00_03568",2828,2079,2083,2515,3572,2306,2330,4417,2742,3362,2983,3277
"1617.00_03569",88,122,128,178,173,152,104,183,100,168,148,145
"1617.00_03570",6635,6794,4100,4655,6604,5137,3927,8204,5524,7292,5079,4781
"1617.00_03571",1063,1066,446,659,763,660,449,995,607,856,994,890
"1617.00_03572",214,62,48,85,102,77,59,128,66,140,194,192
"1617.00_03573",72,30,43,40,45,29,36,73,34,72,105,117
"1617.00_03574",156,44,47,178,102,65,76,132,94,115,231,210
"1617.00_03575",4787,1830,2255,3056,3796,2760,2413,5543,3103,4566,6032,5663
"1617.00_03576",7762,3067,2322,3239,4290,2835,2289,6301,3594,5374,7951,7745
"1617.00_03577",31960,14076,7468,11114,14261,9160,7694,21442,12192,18212,35275,34036
"1617.00_03578",1809,1321,862,3196,1455,1282,969,1813,1092,1665,4082,4079
"1617.00_03579",245,31,51,90,92,84,70,155,93,120,240,284
"1617.00_03580",680,380,203,404,348,360,228,494,340,427,642,710
"1617.00_03581",2700,2365,1665,2214,2512,2251,1671,3423,1987,2835,2340,2482
"1617.00_03582",23738,41559,37542,38817,45525,56263,30387,56965,31558,41990,21468,22088
"1617.00_03583",604,405,222,244,453,276,193,565,338,486,420,422
"1617.00_03584",251,128,106,179,208,154,113,264,135,222,272,277
"1617.00_03585",303,156,110,165,219,139,100,249,160,211,288,307
"1617.00_03586",124,178,85,114,130,87,74,149,77,124,147,134
"1617.00_03587",340,520,246,327,436,341,211,434,363,476,356,372
"1617.00_03588",233,184,94,121,153,94,86,242,140,196,219,188
"1617.00_03589",162,78,41,67,97,50,31,99,78,87,132,122
"1617.00_03590",2606,1518,1008,1489,1563,1382,1192,2217,1250,2024,2856,2673
"1617.00_03591",7337,2725,2090,2634,3410,2765,2454,4804,2827,3932,6182,6526
"1617.00_03592",7057,2780,2107,2888,3483,2852,2278,4583,2972,4215,6167,5944
"1617.00_03593",1845,1185,828,960,1398,1141,993,1716,1041,1497,1702,1988
"1617.00_03594",653,205,218,275,285,290,251,405,246,325,597,663
"1617.00_03595",244,142,128,196,216,166,123,269,129,222,286,281
"1617.00_03596",337,204,131,193,217,203,144,360,233,304,353,340
"1617.00_03597",1949,2485,1677,2822,2517,1939,1619,2890,1871,2508,2972,2961
"1617.00_03598",380,217,105,179,213,107,75,288,176,238,456,401
"1617.00_03599",158,182,100,169,188,119,90,189,84,187,228,227
"1617.00_03600",1095,913,745,1072,1161,1127,724,1628,970,1309,1141,1026
"1617.00_03601",140,173,60,105,121,81,56,113,75,119,116,143
"1617.00_03602",245,172,97,200,212,187,141,301,171,260,295,288
"1617.00_03603",274,155,66,103,152,96,76,212,117,160,287,303
"1617.00_03604",4,1,1,1,1,1,2,2,0,1,2,7
"1617.00_03605",370303,99674,138314,214201,218666,220866,148242,269380,176566,222555,294777,255401
"1617.00_03606",142,189,116,171,197,156,126,212,161,186,164,152
"1617.00_03607",79,257,131,212,175,178,132,195,120,185,130,129
"1617.00_03609",21,53,25,31,35,25,15,25,23,38,19,12
"1617.00_03610",545,546,320,1213,505,337,244,638,314,463,1452,1449
"1617.00_03611",243,85,155,351,224,187,175,284,134,204,539,559
"1617.00_03612",343,86,129,239,179,156,174,225,115,181,401,541
"1617.00_03613",389,129,187,324,244,226,232,293,190,247,462,531
"1617.00_03614",212,59,70,209,97,95,79,168,73,133,352,324
"1617.00_03615",153,65,47,106,81,66,57,114,68,88,174,215
"1617.00_03616",4323,10231,6017,13039,8533,6837,4807,8418,5861,7393,9106,8247
"1617.00_03617",170,120,133,231,299,201,135,353,156,231,257,211
"1617.00_03618",28,14,21,16,22,18,17,29,19,20,30,23
"1617.00_03619",67,44,23,35,41,37,26,65,37,59,63,69
"1617.00_03620",43,42,13,53,42,58,27,54,37,40,44,34
"1617.00_03621",1082,755,749,1569,1098,930,661,1161,779,1151,1322,1288
"1617.00_03622",133,54,112,70,130,141,59,139,87,124,65,73
"1617.00_03623",2351,1172,1403,2931,2441,1882,1531,2698,1619,2082,2641,2679
"1617.00_03624",113,62,56,95,100,81,63,101,47,95,103,100
"1617.00_03625",194,88,52,205,100,58,45,163,102,111,345,370
"1617.00_03626",102,80,69,86,93,98,53,102,64,89,130,117
"1617.00_03627",56,18,49,24,62,48,29,61,44,48,89,83
"1617.00_03628",339,288,159,261,229,164,117,332,181,283,531,671
"1617.00_03629",180,139,90,178,133,110,71,185,118,177,334,344
"1617.00_03630",72,37,7,34,23,19,30,30,25,34,34,40
"1617.00_03631",10,0,0,3,3,3,2,1,2,1,7,9
"1617.00_03632",43,18,16,25,18,22,24,32,22,30,49,63
"1617.00_03633",111,34,50,75,69,56,40,121,61,105,136,139
"1617.00_03634",338,198,161,161,256,262,180,359,212,268,248,234
"1617.00_03635",45,37,29,16,37,34,24,67,41,55,48,57
"1617.00_03636",724,608,274,403,491,396,337,683,408,588,637,621
"1617.00_03637",142,36,44,64,61,51,42,87,52,63,131,160
"1617.00_03638",82,25,27,35,54,48,46,79,34,54,106,109
"1617.00_03639",2259,2754,1703,3232,2779,1911,1468,3255,2062,2751,3163,2961
"1617.00_03640",1499,1206,899,1702,1436,1195,1011,1899,1143,1619,2209,2086
"1617.00_03641",215,111,69,133,126,120,97,194,122,164,219,187
"1617.00_03642",183,130,96,139,140,121,116,189,114,174,156,157
"1617.00_03643",282,186,152,261,344,300,215,412,271,385,279,280
"1617.00_03648",517,191,1103,1193,1091,1288,1045,2045,774,1082,990,807
"1617.00_03649",5834,7370,5729,9016,8043,8712,5754,9250,6139,7919,7288,5928
"1617.00_03650",4289,2063,1806,2307,3111,2299,2192,3863,2378,3398,4072,4258
"1617.00_03651",23,9,7,10,9,8,10,9,7,12,19,20
"1617.00_03652",992,639,432,623,750,583,471,925,513,737,1087,1117
"1617.00_03653",120,72,67,72,81,69,61,115,61,99,107,124
"1617.00_03654",169,93,57,125,121,108,83,156,101,139,189,219
"1617.00_03655",18,9,8,11,21,11,6,16,17,16,34,30
"1617.00_03656",23,12,17,16,11,16,20,25,8,18,33,44
"1617.00_03657",9,6,2,5,5,5,7,14,7,5,12,7
"1617.00_03658",87,45,17,30,35,34,23,81,20,54,79,73
"1617.00_03659",3,5,4,4,2,3,4,5,1,6,5,7
"1617.00_03660",145,130,60,81,98,75,67,144,93,115,133,116
"1617.00_03661",76,31,32,22,58,29,22,62,34,54,78,70
"1617.00_03662",34,18,32,38,26,40,31,52,26,38,41,41
"1617.00_03663",12,6,6,2520,5,6,3,7,3,5,3686,3568
"1617.00_03664",13,4,7,1134,16,7,8,26,4,12,1518,1447
"1617.00_03665",12,10,10,17,16,23,10,20,9,17,26,20
"1617.00_03666",8,5,1,13,8,7,2,14,6,13,15,16
"1617.00_03667",120,59,63,94,76,88,80,99,79,74,106,119
"1617.00_03668",15,2,5,14,9,12,9,7,4,8,12,24
"1617.00_03669",48,33,23,47,54,61,44,61,39,56,66,54
"1617.00_03670",564,527,475,492,681,789,488,725,527,717,433,343
"1617.00_03671",758,983,705,673,785,1160,769,919,655,819,476,427
"1617.00_03672",85,59,59,49,78,67,59,94,70,73,63,66
"1617.00_03673",4,2,2,2,4,5,0,5,5,4,2,4
"1617.00_03674",3,0,1,0,1,1,0,3,0,0,2,2
"1617.00_03676",3,0,2,3,2,0,0,6,4,0,5,3
"1617.00_03677",1,0,0,2,1,0,0,3,0,3,3,0
"1617.00_03678",1,0,1,2,3,0,0,1,0,1,0,1
"1617.00_03680",3,0,3,0,0,5,1,1,1,0,0,1
"1617.00_03681",20,32,12,9,15,31,16,19,14,15,14,18
"1617.00_03682",46,19,10,8,23,18,18,29,16,26,39,42
"1617.00_03683",6,2,3,2,9,4,4,5,3,4,4,14
"1617.00_03684",45,17,27,43,41,32,31,39,27,35,43,61
"1617.00_03685",41,15,19,33,46,30,35,53,19,34,53,66
"1617.00_03686",201,165,120,188,157,139,93,198,117,164,234,260
"1617.00_03687",1148,1503,1047,1260,1963,1071,910,2180,1297,1734,1180,1181
"1617.00_03688",103,21,8,144,22,113,75,30,20,19,155,183
"1617.00_03689",1,1,2,3,1,4,1,1,1,0,5,5
"1617.00_03690",175,58,79,110,144,103,79,147,90,123,190,192
"1617.00_03691",2,4,4,6,11,1,6,11,3,9,4,6
"1617.00_03692",198,245,165,202,214,228,150,252,153,201,194,190
"1617.00_03693",18,8,4,8,8,6,3,10,10,11,27,16
"1617.00_03694",25,18,15,24,15,8,8,26,14,19,46,41
"1617.00_03695",12,3,5,5,6,8,5,10,8,12,16,20
"1617.00_03696",17,7,11,3,3,2,5,5,8,11,21,18
"1617.00_03697",36,44,30,42,30,42,27,59,31,47,49,42
"1617.00_03699",3,1,3,3,0,0,1,1,0,0,1,0
"1617.00_03701",107,120,106,89,121,108,68,129,101,117,70,81
"1617.00_03702",4539,2488,2169,3464,3231,2742,2018,3769,2214,3138,4645,4698
"1617.00_03703",4959,2643,1829,3148,2552,2629,1922,3086,2037,2923,4166,4993
"1617.00_03704",212,95,125,225,155,176,131,239,150,147,234,252
"1617.00_03705",164,79,69,123,110,123,80,135,66,105,137,135
"1617.00_03706",281,156,119,182,166,152,132,211,127,156,238,276
"1617.00_03707",62,17,39,24,37,33,27,55,38,38,68,74
"1617.00_03708",86,32,30,57,62,36,39,88,47,60,103,118
"1617.00_03709",289,198,208,320,295,266,190,381,211,293,346,330
"1617.00_03710",203,357,158,246,228,199,155,254,163,227,212,196
"1617.00_03711",51,39,24,66,42,34,28,39,37,44,51,49
"1617.00_03712",111,55,50,127,98,72,44,96,48,79,156,173
"1617.00_03713",79,39,23,70,59,23,37,59,45,48,85,109
"1617.00_03714",184,68,54,77,90,83,50,163,98,119,133,176
"1617.00_03715",6,3,2,7,5,7,5,8,6,3,6,11
"1617.00_03716",32,12,9,21,12,8,7,20,11,14,23,22
"1617.00_03717",14,4,9,2,8,5,2,10,3,8,6,13
"1617.00_03718",9,3,4,4,4,1,2,3,0,6,5,7
"1617.00_03719",22,12,25,20,29,12,8,24,12,25,24,29
"1617.00_03720",5,15,5,10,9,5,3,7,4,6,10,8
"1617.00_03721",25,12,7,17,15,14,6,17,13,19,27,22
"1617.00_03722",46,35,27,56,52,39,20,59,21,46,66,56
"1617.00_03723",188,365,231,187,302,295,195,297,221,241,161,112
"1617.00_03724",133,106,71,296,115,127,96,168,112,131,240,246
"1617.00_03725",110,52,51,123,60,71,54,91,43,68,147,170
"1617.00_03726",77,46,41,93,44,42,28,62,46,48,140,130
"1617.00_03727",168,113,82,96,144,124,102,233,126,161,164,145
"1617.00_03728",40,15,26,13,34,32,29,44,25,30,29,47
"1617.00_03729",7,2,2,1,3,3,1,4,3,3,2,4
"1617.00_03730",26,28,17,13,23,17,11,40,18,42,22,19
"1617.00_03731",209,128,78,101,100,113,80,169,97,120,198,238
"1617.00_03732",6,0,5,23,13,26,7,19,16,27,15,13
"1617.00_03733",52,87,37,44,55,51,41,70,43,53,35,37
"1617.00_03734",2,3,2,3,6,3,1,2,5,3,1,2
"1617.00_03735",6,8,3,6,5,7,3,3,2,2,4,2
"1617.00_03736",54,122,64,104,86,82,48,108,76,96,51,52
"1617.00_03737",22,70,29,40,37,40,24,25,29,35,12,18
"1617.00_03738",43,58,46,37,46,37,25,66,45,45,29,30
"1617.00_03739",94,169,74,111,140,94,76,125,105,124,72,55
"1617.00_03740",25,62,29,24,38,30,16,25,19,38,17,20
"1617.00_03741",46,101,26,38,58,49,32,66,57,54,39,35
"1617.00_03742",45,77,34,33,45,52,33,57,39,57,32,29
"1617.00_03743",24,22,20,22,23,14,18,27,14,22,16,16
"1617.00_03744",8,6,9,7,9,12,8,7,9,11,5,7
"1617.00_03745",26,29,16,11,22,16,20,26,22,29,18,10
"1617.00_03746",28,35,20,28,27,39,16,35,19,23,14,21
"1617.00_03747",8,3,4,8,5,8,6,10,3,10,6,5
"1617.00_03748",2,3,2,4,4,4,3,4,1,3,0,2
"1617.00_03749",32,106,22,46,53,55,23,53,35,46,27,26
"1617.00_03750",10,14,15,10,13,15,8,6,13,17,6,11
"1617.00_03751",20,30,28,49,27,40,26,37,24,36,23,24
"1617.00_03752",29,62,25,44,51,46,35,52,32,64,28,33
"1617.00_03753",5,8,4,13,10,12,4,10,7,14,3,6
"1617.00_03754",18,29,20,29,18,26,23,29,28,27,17,17
"1617.00_03755",9,9,6,9,5,11,11,4,7,5,5,8
"1617.00_03756",4,13,7,7,3,21,9,11,5,11,6,7
"1617.00_03757",25,46,21,35,47,40,31,49,27,53,33,27
"1617.00_03758",20,27,13,39,28,41,15,25,15,27,17,21
"1617.00_03759",49,118,38,70,64,75,49,75,63,70,45,55
"1617.00_03761",14,18,25,24,28,24,14,27,15,25,19,14
"1617.00_03762",8,11,9,8,9,16,4,15,14,4,3,3
"1617.00_03763",19,54,30,40,27,58,30,35,26,36,21,19
"1617.00_03764",64,69,47,64,56,71,38,72,54,62,48,55
"1617.00_03765",22,33,26,30,31,32,21,29,25,30,14,19
"1617.00_03766",737,440,275,609,503,622,431,658,430,672,749,704
"1617.00_03767",607,316,245,389,457,367,272,677,348,499,569,554
"1617.00_03768",47,42,18,40,49,48,28,45,36,34,44,43
"1617.00_03769",32,30,23,31,37,30,17,48,25,28,40,36
"1617.00_03770",61,47,55,88,79,98,46,78,55,55,66,75
"1617.00_03772",14,13,10,13,14,19,9,15,4,13,14,23
"1617.00_03773",23,11,14,20,26,15,14,28,15,24,29,26
"1617.00_03774",52,18,16,32,35,43,36,58,26,19,46,49
"1617.00_03775",247,122,109,152,189,134,103,231,126,184,260,264
"1617.00_03776",537,310,293,485,457,439,303,610,377,475,543,519
"1617.00_03777",165,58,114,204,162,154,140,237,142,178,201,233
"1617.00_03778",379,261,179,300,328,224,178,446,285,341,425,551
"1617.00_03779",1127,1886,1797,3329,2353,2734,1859,2885,1643,2452,2344,2144
"1617.00_03780",102,60,44,88,101,87,64,137,98,128,148,110
"1617.00_03781",87,35,22,46,36,32,36,66,44,58,70,79
"1617.00_03782",4,3,1,3,2,1,3,4,2,5,1,1
"1617.00_03783",924,619,507,477,814,759,510,980,595,776,731,745
"1617.00_03784",462,245,167,236,281,230,189,385,193,302,462,515
"1617.00_03785",421,123,128,198,158,184,144,274,148,271,440,397
"1617.00_03786",607,368,183,230,308,264,179,466,304,370,613,633
"1617.00_03787",7,1,7,6,3,3,1,5,1,1,6,7
"1617.00_03788",6,3,7,7,4,6,3,3,10,3,9,12
"1617.00_03789",8,2,3,5,8,3,3,3,4,4,6,10
"1617.00_03790",5,3,0,4,3,2,2,1,3,5,3,4
"1617.00_03791",337,135,121,185,188,204,132,269,164,245,293,307
"1617.00_03792",903,504,314,494,551,490,366,757,507,652,693,724
"1617.00_03793",356,98,109,128,170,156,128,243,136,202,269,325
"1617.00_03794",181,49,61,79,103,86,71,139,64,100,143,182
"1617.00_03795",81,43,30,35,62,44,40,77,37,51,65,86
"1617.00_03796",305,168,102,176,174,166,117,261,144,182,243,236
"1617.00_03800",299,277,138,213,221,254,164,344,186,260,289,265
"1617.00_03801",99,35,47,61,61,48,58,104,55,96,97,106
"1617.00_03802",38,20,22,40,41,32,27,44,29,48,52,37
"1617.00_03803",117,25,42,85,79,56,70,96,69,79,153,182
"1617.00_03804",2371,2770,2136,3946,2772,3802,2413,2759,2003,2403,2206,2184
"1617.00_03805",153,82,85,102,140,142,87,141,90,147,177,134
"1617.00_03806",20,5,8,7,14,8,16,25,14,20,28,38
"1617.00_03807",110,44,62,93,104,85,71,149,65,106,163,159
"1617.00_03808",225,180,112,158,213,174,94,251,124,181,189,185
"1617.00_03809",184,271,153,343,255,225,124,252,205,207,238,254
"1617.00_03810",83,70,36,64,78,44,31,99,39,61,74,75
"1617.00_03811",54,39,24,23,41,27,29,46,30,34,59,74
"1617.00_03812",38,42,40,36,44,44,32,47,27,34,43,25
"1617.00_03813",22,26,10,18,23,14,6,21,10,14,21,25
"1617.00_03814",39,15,24,21,36,17,20,28,11,21,47,38
"1617.00_03815",46,14,19,28,34,31,26,46,31,34,66,61
"1617.00_03816",515,127,141,223,242,219,203,378,188,251,832,849
"1617.00_03817",1570,642,540,915,828,796,628,1299,727,998,2726,2506
"1617.00_03818",945,462,336,441,525,466,342,789,385,593,976,833
"1617.00_03819",662,719,422,543,662,523,378,890,546,731,708,639
"1617.00_03820",331,381,218,348,339,292,190,385,289,391,411,412
"1617.00_03821",59,21,25,26,26,36,27,63,32,33,53,52
"1617.00_03822",69,21,17,28,52,28,17,61,45,47,92,110
"1617.00_03823",176,56,50,89,104,81,52,121,71,88,177,151
"1617.00_03824",9,8,11,16,10,13,5,13,2,10,15,20
"1617.00_03825",19,9,12,14,8,10,6,17,10,12,21,13
"1617.00_03826",71,71,91,54,90,99,55,116,78,101,78,62
"1617.00_03827",403,291,186,244,330,228,188,406,264,376,371,327
"1617.00_03828",340,208,162,242,245,213,132,294,186,264,320,235
"1617.00_03829",816,321,261,374,438,377,271,594,381,481,698,699
"1617.00_03830",152,181,101,143,133,143,105,177,120,156,152,134
"1617.00_03831",162,156,87,137,144,129,96,208,124,194,162,151
"1617.00_03832",910,981,690,560,990,924,557,1113,723,860,664,557
"1617.00_03833",2783,1220,1084,1690,1949,1372,1275,2630,1402,2297,3302,3432
"1617.00_03834",16623,14392,9964,15456,16682,11442,9439,19964,11881,17909,19216,18242
"1617.00_03835",6,37,11,17,24,20,8,21,13,16,16,11
"1617.00_03836",1,7,1,1,2,0,0,0,2,0,1,0
"1617.00_03837",406,304,218,381,354,323,214,441,286,360,394,387
"1617.00_03838",53,44,26,39,36,30,19,57,26,45,39,47
"1617.00_03839",5,7,3,7,4,3,2,8,2,4,4,6
"1617.00_03840",7,11,2,6,7,2,3,4,3,4,2,8
"1617.00_03841",17,8,11,11,14,15,11,17,9,15,12,20
"1617.00_03842",1,5,3,8,5,3,4,5,5,3,2,4
"1617.00_03843",1,6,2,6,3,5,1,8,4,4,3,5
"1617.00_03844",8,5,4,11,8,7,9,16,9,11,9,7
"1617.00_03845",20,11,24,49,29,33,22,25,23,29,19,18
"1617.00_03846",8210,1399,1499,2175,2713,4408,3859,5053,4190,6653,5398,6515
"1617.00_03847",7333,9652,7736,19392,11624,10020,6662,12847,8530,11200,13588,12870
"1617.00_03848",1969,1735,1246,1821,2155,1546,1220,2670,1585,2233,1914,1918
"1617.00_03849",470,315,162,223,264,169,125,354,252,298,471,470
"1617.00_03850",19,17,18,9,27,22,19,32,16,23,39,31
"1617.00_03851",131,60,48,96,76,82,64,110,62,93,155,154
"1617.00_03852",56,26,11,21,25,19,10,39,21,28,49,47
"1617.00_03853",149,113,69,87,95,84,64,113,64,101,119,138
"1617.00_03854",1010,1866,1055,1656,1559,1210,806,1713,1018,1447,1280,1159
"1617.00_03855",42,25,26,41,51,34,30,60,24,52,48,59
"1617.00_03856",396,132,77,131,146,164,113,254,153,183,284,268
"1617.00_03857",0,2,2,2,0,0,1,3,3,2,1,0
"1617.00_03858",4720,1852,1102,1578,1809,1766,1384,2723,1608,2302,3125,3046
"1617.00_03859",153,34,59,67,92,107,102,160,84,134,112,134
"1617.00_03860",79,18,21,40,61,63,55,81,32,70,60,55
"1617.00_03861",202,26,46,58,74,103,81,122,55,130,107,121
"1617.00_03862",228,63,52,70,85,73,96,125,71,125,156,170
"1617.00_03863",56,31,20,29,40,38,27,40,30,42,79,79
"1617.00_03864",16,5,22,15,24,28,8,26,12,11,13,7
"1617.00_03865",47,9,34,31,33,52,31,68,31,22,22,13
"1617.00_03866",686,327,325,620,632,498,368,765,468,628,738,744
"1617.00_03867",95,110,41,66,60,56,37,107,49,76,114,88
"1617.00_03868",2068,3271,1568,1979,2280,1922,1254,2797,1687,2450,2128,2001
"1617.00_03869",243,256,244,392,337,325,265,443,241,377,286,241
"1617.00_03870",278,164,218,263,291,257,182,397,229,327,339,323
"1617.00_03871",785,621,545,781,954,728,554,1124,687,811,883,888
"1617.00_03872",751,348,366,506,526,494,356,743,457,673,750,776
"1617.00_03873",306,186,186,235,314,302,180,401,239,290,298,317
"1617.00_03874",815,436,518,514,673,604,487,966,486,719,757,822
"1617.00_03875",466,294,241,370,366,336,256,529,341,417,411,420
"1617.00_03876",913,672,581,854,881,776,617,1161,631,861,1248,1196
"1617.00_03877",384,120,121,186,238,176,135,284,184,252,368,360
"1617.00_03878",27,21,13,18,28,26,12,43,16,21,42,36
"1617.00_03879",234,97,85,139,145,98,59,189,124,145,451,428
"1617.00_03880",639,469,333,761,490,450,350,611,413,481,823,870
"1617.00_03881",10,8,15,19,11,11,10,19,13,22,20,17
"1617.00_03882",224,163,181,226,235,172,127,266,150,205,257,274
"1617.00_03883",30,23,16,22,21,21,16,30,24,23,22,37
"1617.00_03884",45,36,44,66,61,41,40,58,42,51,38,47
"1617.00_03885",142,123,103,173,156,147,103,161,112,143,213,245
"1617.00_03886",166,231,164,175,223,152,118,239,164,222,177,183
"1617.00_03887",3285,4163,3783,12437,6155,3343,2719,6458,3410,5742,12425,12825
"1617.00_03888",17513,29408,18208,37731,24036,27335,16640,25195,18514,26091,22099,21450
"1617.00_03889",3503,6224,3157,6581,5032,3807,2539,5219,3685,5220,5059,4676
"1617.00_03890",289,231,170,332,320,247,189,396,274,366,371,391
"1617.00_03891",668,314,323,674,489,363,261,650,387,578,888,1007
"1617.00_03892",695,261,274,440,489,254,236,520,331,554,729,838
"1617.00_03893",17,20,12,22,15,13,9,8,9,24,24,17
"1617.00_03894",17913,36790,15702,40454,21189,20576,13678,21849,17236,22687,26018,24898
"1617.00_03895",2925,4726,3471,7933,5331,3371,2483,5582,3282,5264,6159,5467
"1617.00_03896",64387,153741,87993,193131,121967,99822,69760,121480,87187,117101,122777,106301
"1617.00_03897",32320,62087,52117,102772,71292,60858,43218,74202,47300,72761,67584,58940
"1617.00_03898",5146,5452,3654,6100,6673,4458,3407,7498,4877,8633,6817,6331
"1617.00_03899",163,110,67,148,101,92,61,169,98,139,205,256
"1617.00_03900",93,18,19,43,32,28,22,49,32,57,136,163
"1617.00_03901",132,48,39,85,86,62,47,115,58,79,208,242
"1617.00_03902",167,104,60,134,110,86,44,159,102,134,300,283
"1617.00_03903",314,171,66,180,151,101,67,236,129,219,455,514
"1617.00_03904",213,130,114,287,225,174,95,310,172,243,440,461
"1617.00_03905",619,397,174,686,422,323,210,594,319,498,1496,1449
"1617.00_03906",912,1226,632,1636,1085,948,667,1501,887,1195,1943,1806
"1617.00_03907",1096,1818,808,1398,1239,929,645,1463,950,1448,1397,1445
"1617.00_03908",6755,6494,4319,8071,7132,4363,3269,8269,5026,7247,9538,8637
"1617.00_03909",5,20,5,9,11,7,3,9,7,8,8,9
"1617.00_03910",21,10,17,20,25,17,16,36,23,17,23,23
"1617.00_03911",24,32,28,25,32,33,17,51,32,32,24,15
"1617.00_03912",130,93,70,121,112,91,50,140,79,94,205,213
"1617.00_03913",79,33,55,77,56,72,40,70,44,43,170,139
"1617.00_03914",74,26,28,50,49,58,32,52,33,41,65,77
"1617.00_03915",10,7,8,25,5,12,7,25,10,12,24,24
"1617.00_03916",263,85,81,134,145,129,96,205,118,143,381,348
"1617.00_03917",139,37,33,51,53,54,50,98,45,55,136,149
"1617.00_03918",527,281,226,475,374,321,278,513,293,420,670,720
"1617.00_03919",42,12,19,29,26,29,23,35,22,38,44,63
"1617.00_03920",490,279,272,422,429,383,281,504,272,380,593,524
"1617.00_03921",2390,4499,1871,2001,3246,1909,1196,3949,2350,3198,2403,2114
"1617.00_03922",787,1131,990,1119,1398,1286,934,1429,931,1329,933,855
"1617.00_03923",1900,644,659,939,1046,1040,751,1606,916,1302,1840,1872
"1617.00_03924",330,191,153,59,269,233,152,290,203,265,107,141
"1617.00_03925",961,1184,1134,2722,2023,851,762,1981,1140,2147,2273,2055
"1617.00_03926",48,97,48,72,67,56,39,76,62,72,44,64
"1617.00_03927",158,343,226,206,257,323,181,263,177,266,120,137
"1617.00_03928",56,26,56,28,77,46,40,89,56,61,43,44
"1617.00_03929",76,68,87,80,145,107,102,169,102,110,79,72
"1617.00_03930",38,36,24,23,52,30,34,67,35,62,45,46
"1617.00_03931",6,2,11,4,8,2,4,8,8,9,5,4
"1617.00_03932",7,8,6,3,6,5,8,9,5,12,5,5
"1617.00_03933",23,15,15,7,21,19,7,28,22,28,16,9
"1617.00_03934",171,232,184,123,172,265,185,239,164,176,110,103
"1617.00_03935",57,120,42,49,65,81,61,69,46,77,50,39
"1617.00_03936",20,52,25,29,34,36,14,31,20,41,18,29
"1617.00_03937",138,284,181,251,203,267,166,222,156,195,119,127
"1617.00_03938",36,69,57,147,87,119,62,114,89,98,82,67
"1617.00_03939",161,180,101,133,146,127,70,224,109,168,139,127
"1617.00_03940",110,75,49,71,109,47,47,126,77,98,112,83
"1617.00_03941",431,324,408,609,619,515,371,815,420,699,658,507
"1617.00_03942",1339,435,448,816,759,724,589,1169,639,1028,1070,1070
"1617.00_03943",2086,1434,1399,2106,2176,1973,1515,2689,1641,2273,1966,1863
"1617.00_03944",171,256,134,113,187,172,114,234,173,198,100,132
"1617.00_03945",242,197,123,113,221,201,144,261,193,294,127,150
"1617.00_03946",11,5,5,5,7,8,4,14,8,6,7,2
"1617.00_03947",1292,738,448,578,762,604,473,961,546,841,1067,1213
"1617.00_03948",357,169,163,190,245,162,154,352,219,298,327,342
"1617.00_03949",400,215,158,219,287,185,158,367,234,293,423,431
"1617.00_03950",472,209,148,260,250,271,210,324,233,287,476,527
"1617.00_03951",54,13,102,136,143,140,90,150,71,130,79,83
"1617.00_03952",47,36,47,44,54,47,44,74,48,58,79,94
"1617.00_03953",68,38,43,50,61,43,26,80,24,49,60,65
"1617.00_03954",1615,859,370,494,895,429,371,1213,754,1022,1306,1290
"1617.00_03955",3470,1115,712,1130,1560,978,908,2351,1338,1890,3740,4168
"1617.00_03956",75,39,28,38,47,41,31,52,35,59,40,42
"1617.00_03957",228,275,85,129,188,173,111,212,154,188,144,131
"1617.00_03958",57,84,65,69,84,96,57,108,75,100,64,50
"1617.00_03959",168,168,226,10,128,341,203,146,110,86,7,6
"1617.00_03960",14,20,24,19,20,11,16,24,16,25,20,15
"1617.00_03961",6,4,2,2,4,3,1,5,3,8,5,6
"1617.00_03962",23,21,11,15,15,11,8,18,8,13,19,16
"1617.00_03963",1,0,2,2,5,3,2,3,3,1,3,2
"1617.00_03964",1,3,2,3,2,3,1,3,3,4,3,2
"1617.00_03965",14,11,11,12,20,17,6,30,15,16,14,15
"1617.00_03966",10,3,2,5,7,1,2,6,3,5,7,4
"1617.00_03968",4,2,6,3,6,7,9,7,7,2,5,8
"1617.00_03969",137,89,72,77,99,76,66,136,84,97,116,129
"1617.00_03970",493,330,217,299,371,287,261,471,270,349,421,408
"1617.00_03971",473,270,371,481,514,507,312,637,369,471,462,476
