"","WT1-","PZGH2-","PZGH3-","PZGH2+","PZGH3+","WT2-","WT3-","WT1+","WT2+","WT3+"
"2351_00273",3412.99,6044.99,8307.63,9738.97,7859.89,5819.03,6293.84,6137.75,7983.11,8083.8
"2351_00274",5769.44,10986.99,13622.24,13957.35,12749.96,9203.08,9878.23,8772.1,11599.01,12760.86
"2351_00275",418.17,293.83,266.92,252.11,271.28,286.76,265.81,239.8,245.02,271.28
"2351_00276",114.93,113.01,117.41,103.55,106.61,104.27,105.72,126.7,104.32,139.45
"2351_00277",175.77,194.38,178.87,191.34,201.38,171.89,152.03,132.65,132.08,151.44
"2351_00278",181265.19,95344.54,68729.45,63895.86,53157.03,41237.48,57181.18,45942.99,42636.58,47841.52
"2351_00279",104585.88,59726.66,44627.5,42303.11,34763.58,26563.23,34366.91,31488.07,31728.59,33896.41
"2351_00280",3747.14,2295.27,2443.58,2503.12,2424.9,2048.84,2073.11,4671.76,2828.21,2946.99
"2351_00281",140.04,145.79,140.34,157.57,136.23,136.05,119.82,160.71,152.18,155.79
"2351_00282",13051.26,14059.78,13008.6,13437.37,13941.68,12329.7,12255.41,11660.7,11949.31,11682.29
"2351_00283",7472.08,6196.43,6026.41,6781.15,6548.53,6535.92,6107.57,6968.53,6534.07,6280.75
"2351_00284",567.87,696.15,687.03,687.68,693,637.05,630.29,523.81,491.95,514.23
"2351_00285",3132.92,2656.9,2277.56,2104.69,2186.79,2492.82,2135.53,2075.68,1886.43,1883.68
"2351_00286",1904.48,2655.77,2501.37,2898.17,2963.9,2502.6,2845.37,2358.84,2312.34,2142.97
"2351_00287",1087.44,966.25,1031,1056.85,1210.67,948.25,912.21,947.28,914.98,950.01
"2351_00288",32408.93,22257.65,16768.45,12108.15,13527.07,20289.62,19217.8,15521.25,14491.35,13850.32
"2351_00289",383.41,334.51,281.6,264.49,233.37,281.87,278.9,295.07,290.96,284.35
"2351_00290",665.41,671.29,771.42,721.45,790.14,697.34,592.03,667.52,736,769.16
"2351_00291",2780.42,3831.1,3586.49,4293.79,4309.61,3746.57,4036.47,3588.43,3521.15,3509.16
"2351_00292",309.04,389.89,484.31,513.23,524.78,452.13,426.91,442.18,456.53,459.75
"2351_00293",276.21,240.71,271.51,285.88,292.6,279.42,325.21,293.37,249.8,262.56
"2351_00294",18494.28,23309.78,24761.46,20652.96,20236.7,23293.23,23443.56,23768.69,26386.1,27620.03
"2351_00295",13974.53,20861.95,23155.34,20487.51,20760.3,20503.88,20550.87,23694.71,25142.84,26068.63
"2351_00296",5956.8,9621.81,10064.19,9957.31,9736.31,8470.71,9437.23,9699.82,10547.17,10896.79
"2351_00297",1024.67,1534.7,1697.85,1741.15,1688.07,1465.55,1551.56,1613.09,1803.16,1846.64
"2351_00298",7598.59,10340.57,10362.3,11117.71,10942.25,9931.37,10835.75,9878.39,9980.57,9825.85
"2351_00299",7877.69,9557.4,10786.99,10901.61,11400.69,8946.46,9748.35,9534.86,9534.56,9807.33
"2351_00300",7158.2,8341.39,8415.87,7948.29,8407.18,7520.02,7819.22,7586.73,7446.18,7349.51
"2351_00301",3902.63,5771.51,5834.7,6242.03,6209.73,5162.42,5828.67,5675.17,5677.48,5819.9
"2351_00302",982.18,1552.78,1480.46,1635.35,1586.19,1289.59,1480.07,1437.07,1385.87,1350.93
"2351_00303",2433.71,2717.93,2844.43,2781.11,2732.9,2852.08,3036.67,2767.85,2777.48,2660.46
"2351_00304",701.14,733.45,830.12,759.71,838.7,853.75,857.84,799.32,728.35,688.54
"2351_00305",623.88,917.65,768.66,840.75,999.81,661.49,595.05,399.66,385.71,457.57
"2351_00306",485.78,572.97,465.97,446.82,476.21,457.83,501.41,375.85,398.15,325.75
"2351_00307",673.13,622.69,698.04,628.03,567.43,718.52,758.16,792.52,867.13,855.23
"2351_00308",795.79,882.62,824.62,840.75,841.07,836.64,831.66,616.5,665.18,651.5
"2351_00309",975.42,1253.3,1042.93,1115.37,1287.67,971.06,995.78,823.13,839.37,900.98
"2351_00310",5383.14,7600.03,9081.8,11269.65,8840.75,7225.93,8372.99,1153.06,1289.2,1180.98
"2351_00311",959.96,983.2,1075.03,1133.38,1132.49,1117.7,1136.74,1298.47,1547.62,1413.03
"2351_00312",652.85,709.71,659.51,710.19,710.77,730.74,706.81,748.3,752.28,697.26
"2351_00313",721.42,862.28,929.19,926.29,839.89,936.03,940.4,931.97,979.11,853.05
"2351_00314",4719.66,4640.26,3956.15,3839.09,3710.2,3829.66,4032.45,2738.09,2767.91,2840.23
"2351_00315",373.75,274.62,261.42,255.49,329.32,310.38,322.19,12151.35,9627.4,8925.96
"2351_00316",30497.69,38489.51,40046.7,43431.99,43132.86,36245.32,40815.8,25202.36,23034.36,22101.9
"2351_00317",737.84,676.94,663.18,622.4,661.01,745.4,728.96,774.66,784.82,748.46
"2351_00318",121.69,74.59,108.24,127.18,114.91,109.98,94.64,175.17,178.98,152.52
"2351_00319",68.57,37.29,34.86,32.64,33.17,43.18,44.3,62.93,54.55,59.92
"2351_00320",30.9,33.9,33.02,30.39,39.09,30.14,35.24,47.62,38.28,39.22
"2351_00321",28.01,22.6,16.51,27.01,11.85,20.37,22.15,26.36,34.46,27.24
"2351_00322",98.51,66.68,74.3,69.78,69.89,80.65,64.44,114.8,93.8,95.87
"2351_00323",124.58,83.63,91.73,94.54,68.71,91.24,74.51,136.05,136.86,129.65
"2351_00324",624.85,445.27,450.38,361.29,291.41,575.96,556.79,603.74,634.55,566.52
"2351_00325",129.41,73.46,97.23,73.16,67.52,81.46,107.73,98.64,131.12,112.21
"2351_00326",19.32,21.47,43.11,28.14,39.09,35.03,28.19,38.27,46.9,47.94
"2351_00327",10.62,7.91,15.59,15.76,9.48,13.03,21.14,17.01,24.88,25.06
"2351_00328",19.32,19.21,19.26,15.76,9.48,17.11,21.14,34.86,24.88,22.88
"2351_00329",70.5,63.29,74.3,68.66,67.52,65.17,73.5,122.45,147.39,108.95
"2351_00330",3482.53,3424.25,3648.86,4303.92,4249.2,3173.05,2768.85,3801.87,3420.65,3463.4
"2351_00331",438.45,557.15,555.86,705.69,645.61,470.87,457.11,618.2,557.03,498.97
"2351_00332",8441.7,7131.04,6890.47,6759.76,6407.56,8552.99,7714.51,10226.18,9780.53,9361.74
"2351_00333",116.86,172.91,118.33,122.68,154,103.46,128.88,94.39,86.14,104.59
"2351_00334",9679.8,13893.65,11873.03,13363.08,14654.82,8850.34,10068.53,8084.18,7632.82,8734.21
"2351_00335",1611.85,1999.18,1780.4,1978.63,2198.64,1663.51,1879.79,1812.92,1721.81,1761.66
"2351_00336",3289.37,4807.52,5634.73,8384.99,7863.45,4698.08,4760.4,7839.28,8090.31,8966.27
"2351_00337",7092.53,10980.21,11784.05,17172.91,16782.38,9557.45,10304.13,14221.08,14598.54,16222.08
"2351_00338",3174.45,4359.99,4523.01,6094.59,5987.02,4078.94,3893.5,5824.83,5608.57,6171.8
"2351_00339",3545.3,4088.76,4036.87,5614,5237.16,3846.77,3870.34,5176.02,5031.44,5450.58
"2351_00340",837.31,1305.28,1234.63,1897.6,1801.79,1085.11,1186.07,1518.71,1612.7,1696.29
"2351_00341",1732.57,2555.19,2607.77,3833.46,3532.51,2286.72,2603.72,3213.43,3385.24,3654.05
"2351_00342",740.74,1008.06,994.31,1431.64,1467.73,987.35,943.42,1279.76,1128.41,1300.82
"2351_00343",439.42,520.98,569.62,792.35,766.44,575.14,542.69,682.82,700.59,728.85
"2351_00344",993.77,1255.56,1455.69,2366.93,2267.34,1410.97,1371.33,2092.69,2162.07,2238.84
"2351_00345",1349.16,1863.56,1947.35,3035.48,3255.31,1579.6,1684.46,2010.2,2320.95,2636.5
"2351_00346",3154.17,2539.37,2682.99,2891.41,2865.57,3250.45,3081.98,3263.6,3093.32,2779.22
"2351_00347",8354.78,7348.02,7435.32,6598.82,6649.22,7629.18,8114.23,6855.44,6371.37,6261.13
"2351_00348",562.07,471.26,437.53,433.32,414.61,533.59,458.12,444.73,407.72,419.44
"2351_00349",17115.18,17923.65,15470.53,17485.79,17508.55,13838.43,14011.36,11267.85,10022.68,10129.81
"2351_00350",4459.87,6953.61,6876.71,7959.55,8137.09,5801.11,6853.65,5869.04,5940.68,6056.32
"2351_00351",5082.79,6108.28,6262.14,7029.88,6805.59,6214.95,6588.84,6903.91,7266.25,7149.05
"2351_00352",5335.82,7242.92,7393.12,7457.57,7343.4,6494.37,7165.77,7200.67,7548.59,7547.79
"2351_00353",7360.05,10351.87,10964.02,12451.43,12505.93,9940.34,10590.08,11202.37,11761.72,11799.96
"2351_00354",3358.91,4592.79,4985.31,5234.71,5371.02,4648.38,4828.87,4854.59,5205.63,5235.95
"2351_00355",9814.04,11058.19,11043.82,10363.62,10160.41,10071.49,10716.94,11013.6,11163.53,10971.97
"2351_00356",7557.06,9550.61,9904.59,9533,9630.88,9303.28,9580.2,8950.67,9282.85,9158.01
"2351_00357",1193.68,1295.11,1232.8,1218.92,1311.36,1306.7,1240.44,1288.26,1360.99,1257.24
"2351_00358",1618.61,2901.01,2981.1,3256.08,3290.85,2536,2648.02,3533.16,4104.97,4022.29
"2351_00359",6681.12,11533.97,13307.62,15018.69,14299.44,11309.76,12306.76,10364.79,12167.52,12270.6
"2351_00360",7469.18,12383.82,13855.23,16862.27,16107.15,11796.92,13899.6,12522.95,14004.19,13539.83
"2351_00361",357.33,200.03,185.29,150.82,158.74,222.4,178.21,172.62,175.15,169.96
"2351_00362",140.04,116.4,121.08,87.79,116.09,122.2,110.75,77.38,110.07,77.35
"2351_00363",8752.67,7589.86,6228.2,5307.87,6340.04,7660.95,5881.03,5865.64,5792.33,6664.24
"2351_00364",5.79,4.52,1.83,1.13,1.18,7.33,3.02,1.7,1.91,2.18
"2351_00365",534.06,432.83,389.84,363.54,432.38,461.09,439.99,363.09,377.09,370.42
"2351_00366",3350.22,4091.02,4584.47,4493,4606.95,4478.12,4319.4,4623.3,5103.22,4958.14
"2351_00367",9038.54,10285.19,9935.77,10073.24,10342.84,9822.21,9669.81,10505.94,11554.03,11828.28
"2351_00368",2007.81,3714.69,4047.87,4852.04,4573.78,3499.73,3659.91,910.71,977.19,886.82
"2351_00369",2877,5336.41,6334.6,7751.33,7118.33,5166.5,5916.27,543.37,575.21,539.28
"2351_00370",6594.2,7482.5,7694.9,8123.87,8487.74,7219.41,7431.58,4892.85,4735.7,4941.8
"2351_00371",959.96,1333.54,1434.6,1742.28,1785.21,1252.11,1355.22,971.09,1147.55,1234.36
"2351_00372",1861.02,2391.33,2521.55,2706.83,2653.53,2113.2,2288.58,2371.6,2355.41,2493.78
"2351_00373",2358.38,2123.49,2428.91,2219.49,2185.61,2769.8,2472.83,2502.55,2336.26,2368.49
"2351_00374",2615.27,2760.87,3372.77,2718.09,2795.68,3359.61,3080.97,3872.45,3968.11,3990.7
"2351_00375",840.21,947.04,983.3,974.68,947.69,961.28,1062.23,1019.56,1143.73,1093.82
"2351_00376",122.65,120.92,111.91,102.42,106.61,128.71,99.68,125.85,117.72,120.93
"2351_00377",194.12,163.87,154.1,151.94,137.41,149.08,159.08,160.71,174.19,166.69
"2351_00378",28.01,25.99,25.68,27.01,22.51,24.44,22.15,30.61,18.18,27.24
"2351_00379",12.55,18.08,13.76,24.76,10.66,14.66,12.08,11.05,31.58,21.79
"2351_00380",17.38,27.12,19.26,21.38,11.85,19.55,20.14,27.21,27.76,35.95
"2351_00381",81.12,70.07,55.04,54.02,46.2,80.65,81.56,61.22,89.97,74.08
"2351_00382",118.79,111.88,102.73,83.29,101.88,84.72,98.67,113.1,114.85,107.86
"2351_00383",6.76,3.39,7.34,6.75,3.55,3.26,6.04,2.55,4.79,7.63
"2351_00384",1.93,2.26,0.92,0,2.37,3.26,1.01,0.85,0.96,3.27
"2351_00385",5.79,5.65,11.01,9,2.37,4.07,5.03,8.5,3.83,8.72
"2351_00386",3.86,10.17,3.67,6.75,3.55,8.96,11.08,3.4,9.57,9.81
"2351_00387",52.15,45.2,29.35,25.89,28.43,39.92,43.29,45.07,38.28,34.86
"2351_00388",5.79,2.26,0.92,1.13,0,0,0,2.55,0,4.36
"2351_00389",3.86,3.39,2.75,2.25,0,4.89,6.04,5.1,4.79,6.54
"2351_00390",7001.75,7395.48,7338.09,6267.92,6706.08,6950.58,7196.98,5769.55,5763.61,5754.54
"2351_00391",3683.4,3279.6,3191.15,2739.47,2901.11,3503.8,3271.26,3284.86,3435.96,3367.53
"2351_00392",11505.08,14289.19,15660.4,15612.96,15580,14684.85,16066.35,15799.31,15624.54,14554.11
"2351_00393",7117.64,9350.58,9733.06,10095.75,9391.59,8868.26,10196.4,8970.23,8927.76,8393.21
"2351_00394",14.49,7.91,7.34,5.63,17.77,9.78,12.08,6.8,7.66,22.88
"2351_00395",4918.61,7089.22,8396.61,8597.71,8266.21,7061.37,7924.94,909.01,967.62,968.53
"2351_00396",1581.91,1452.2,1458.45,1418.13,1566.06,1665.14,1326.03,1050.17,1156.17,1265.95
"2351_00397",1659.17,1703.09,1680.42,1682.63,1686.89,1677.36,1544.51,1314.62,1561.98,1565.56
"2351_00398",2474.27,2276.05,2646.3,2336.54,2294.59,2700.56,2410.41,2660.71,2717.19,2718.21
"2351_00399",958.03,1002.41,1131.9,1043.34,986.78,1042.75,1081.36,1175.17,1240.39,1252.88
"2351_00400",277.17,263.32,354.06,342.15,304.44,327.49,391.67,414.97,509.17,514.23
"2351_00401",795.79,753.79,664.1,604.39,575.72,789.39,912.21,1001.7,939.87,944.56
"2351_00402",1916.07,1952.84,2039.99,2030.41,1920.25,2189.77,2479.88,2225.34,2218.54,2159.31
"2351_00403",927.13,704.06,679.69,632.53,594.67,785.32,752.12,605.44,526.4,525.12
"2351_00404",675.07,756.05,729.22,847.5,887.27,715.26,722.92,875.85,794.39,873.75
"2351_00405",1653.38,1726.82,1683.17,1540.81,1698.73,1658.62,1678.42,1479.59,1400.23,1520.89
"2351_00406",631.61,436.22,391.67,426.57,422.91,549.89,591.02,645.41,666.14,565.43
"2351_00407",819.93,897.31,1099.8,1047.84,1175.13,1045.19,944.43,1101.19,1196.37,1355.29
"2351_00408",256.89,229.41,247.66,317.39,285.49,267.2,252.72,321.43,362.74,358.43
"2351_00409",6408.77,6761.49,8727.74,6709.12,5660.07,9294.32,9142.22,14003.39,16605.57,15014.96
"2351_00410",6648.28,7141.21,8475.49,6338.83,5914.76,9598.18,8344.8,12695.57,15015.83,14476.76
"2351_00411",14050.82,16558.47,19200.11,20869.05,20032.95,16229.42,18873.46,20672.6,18678.63,17766.94
"2351_00412",328.36,332.25,342.14,312.89,362.49,494.49,390.66,273.81,211.52,227.7
"2351_00413",370.85,349.21,443.04,401.8,459.63,558.85,535.65,309.52,288.09,271.28
"2351_00414",282.97,297.22,355.9,369.16,344.72,494.49,457.11,303.57,257.46,232.06
"2351_00415",169.01,201.16,213.72,212.72,238.11,294.9,234.6,176.02,157.92,160.15
"2351_00416",280.07,315.3,272.43,306.14,339.98,445.61,339.31,263.61,213.43,175.4
"2351_00417",379.54,361.64,305.45,319.64,348.28,417.91,404.75,241.5,196.2,183.03
"2351_00418",102.37,111.88,108.24,141.81,164.66,164.56,136.93,85.88,67,83.89
"2351_00419",197.01,307.39,306.37,396.18,336.43,312.01,331.25,181.97,192.38,177.58
"2351_00420",112.03,161.61,155.93,196.96,188.35,180.04,145.99,92.69,107.19,90.43
"2351_00421",121.69,133.35,179.78,200.34,172.95,189,154.05,84.18,87.1,98.05
"2351_00422",302.28,282.53,281.6,314.01,303.26,298.16,264.8,292.52,265.11,229.88
"2351_00423",206.67,205.68,242.16,274.62,236.92,280.24,229.56,245.75,271.81,233.14
"2351_00424",370.85,478.04,524.67,610.02,552.03,641.94,517.52,534.01,556.07,553.45
"2351_00425",235.65,259.93,294.44,319.64,266.54,326.67,283.93,278.06,316.8,291.98
"2351_00426",186.39,201.16,208.22,247.61,203.75,260.69,220.5,204.08,221.09,192.83
"2351_00427",314.84,282.53,324.71,289.25,244.03,378.81,367.5,278.91,257.46,291.98
"2351_00428",155.49,177.43,168.78,166.57,151.63,193.07,184.25,176.02,230.66,215.71
"2351_00429",487.71,691.63,672.35,742.83,745.12,629.72,669.56,613.09,599.14,643.87
"2351_00430",1522.04,1967.53,1771.23,1876.21,1929.73,1571.46,1713.66,1487.24,1435.64,1584.08
"2351_00431",1345.3,1204.7,1090.62,978.06,1060.23,1303.44,1134.72,1166.67,1079.6,1077.48
"2351_00432",553.38,569.58,584.3,516.61,499.91,581.66,638.34,558.67,558.94,512.05
"2351_00433",2903.07,3764.42,3710.32,3069.24,3085.91,3720.5,3743.48,2907.31,2900.95,2993.84
"2351_00434",2173.92,2203.73,2139.97,2317.41,2253.13,2444.76,2628.89,2607.14,2516.2,2345.61
"2351_00435",861.46,481.43,547.6,620.15,575.72,532.78,573.91,696.43,474.72,436.87
"2351_00436",470.32,311.91,300.86,364.66,331.69,304.68,331.25,439.63,297.66,252.76
"2351_00437",763.92,398.93,415.52,501.97,497.54,455.39,474.23,579.93,362.74,345.36
"2351_00438",185.43,227.15,200.88,223.97,248.77,191.44,201.37,162.41,163.66,159.06
"2351_00439",6233.97,4961.21,4601.9,5020.86,5079.61,5559.16,5366.53,4665.81,3430.22,3233.52
"2351_00440",554.35,546.98,665.01,997.19,924,621.58,515.51,886.9,1067.16,1136.31
"2351_00441",253.03,235.06,309.12,438.95,313.92,285.94,244.67,357.99,425.91,417.26
"2351_00442",441.35,432.83,464.13,693.31,570.98,421.17,386.63,565.48,689.11,715.78
"2351_00443",505.09,545.85,652.17,936.42,786.58,607.73,561.82,854.59,995.38,1027.36
"2351_00444",910.71,1052.14,1452.02,2019.15,1779.29,1202.42,1078.34,1548.47,1762.97,1762.75
"2351_00445",385.34,424.92,445.79,293.76,279.57,474.94,458.12,377.55,315.84,352.99
"2351_00446",1278.66,1265.73,1281.41,1394.5,1503.27,1479.4,1414.63,1227.04,1374.39,1231.09
"2351_00447",47664.06,44659.95,42808.57,37551.24,39624.04,39595.15,40365.74,41395.38,41796.25,45198.49
"2351_00448",76171.32,84637.82,83578.99,80114.34,83567.17,75412.78,80403.24,83897.04,89696.85,91422.15
"2351_00449",17108.42,19339.68,19007.48,19966.4,21215.19,18446.89,18063.95,19511.04,20214.76,20220.4
"2351_00450",18884.45,18096.56,19532.16,19535.33,20235.52,19139.34,18152.55,19689.61,21120.17,21511.42
"2351_00451",1466.02,1824.01,1880.39,1951.62,1945.13,1547.02,1803.27,1796.77,1805.08,1929.44
"2351_00452",8606.84,6975.08,7612.35,6256.66,6131.54,8447.09,8059.86,8397.1,8114.24,7591.37
"2351_00453",2201.93,2060.2,2225.28,1913.35,1849.18,2282.64,2332.88,2481.29,2522.9,2309.66
"2351_00454",158.38,190.99,173.36,142.94,130.31,155.6,177.21,186.22,184.72,188.48
"2351_00455",827.66,904.09,989.72,935.29,848.18,866.79,958.52,900.51,1055.67,965.26
"2351_00456",225.02,223.76,217.39,210.47,183.61,188.18,193.32,219.39,213.43,236.41
"2351_00457",441.35,207.94,190.79,164.32,177.69,271.28,199.36,185.37,161.75,165.6
"2351_00458",62.77,35.03,42.19,47.27,42.65,56.21,65.45,62.07,56.47,41.4
"2351_00459",280.07,233.93,295.36,245.36,229.81,276.17,291.99,261.9,200.99,233.14
"2351_00460",467.43,353.73,383.42,345.53,332.88,367.41,378.58,425.17,396.24,458.66
"2351_00461",2730.2,3418.6,3082,3503.69,3940.02,2973.47,3184.68,2318.03,2326.69,2309.66
"2351_00462",8943.89,12028.96,11507.04,13784.02,14433.3,10124.45,11842.6,9319.72,9150.77,9475.05
"2351_00465",9976.29,12085.47,11958.33,12110.4,12856.58,11784.7,11833.54,12306.11,11998.12,11728.05
"2351_00466",2308.16,2207.12,1985.87,1973,2231.81,1817.48,2023.77,1587.58,1476.79,1633.1
"2351_00467",3130.99,2836.59,2784.8,2937.56,3120.26,2812.16,2690.31,2441.32,2122.83,2375.03
"2351_00468",1544.25,1564.08,1260.32,1371.99,1252.13,894.48,1396.5,863.09,774.29,855.23
"2351_00470",2068.66,2159.65,2139.05,2294.9,2266.16,1963.3,1870.73,1946.43,1873.03,2063.44
"2351_00471",22924.21,25902.27,23790.08,22451.51,23655.49,20440.33,22886.77,24371.58,25578.31,26713.59
"2351_00472",5274.97,4547.59,5513.66,3812.07,3332.31,5525.76,4909.41,11870.74,12320.66,11759.65
"2351_00473",447.15,309.65,323.79,337.65,274.83,373.11,315.14,356.29,354.12,346.45
"2351_00474",494.47,345.82,476.06,377.04,274.83,465.16,465.17,547.62,602.01,557.8
"2351_00475",2418.26,2724.71,2827,2957.82,2847.8,2847.19,3113.19,2919.22,2954.55,2763.96
"2351_00476",134.24,49.73,45.86,70.91,66.34,48.88,54.37,153.06,56.47,56.65
"2351_00477",197.01,103.97,111.91,126.06,139.78,99.39,130.89,272.96,158.88,98.05
"2351_00478",83.06,49.73,91.73,83.29,60.42,60.28,50.34,180.27,86.14,77.35
"2351_00479",66.64,38.42,59.62,43.89,52.12,36.66,39.27,102.89,77.52,65.37
"2351_00480",78.23,65.55,77.97,75.41,54.49,69.25,67.46,120.75,75.61,66.46
"2351_00481",51.19,32.77,36.69,47.27,31.98,36.66,54.37,45.07,42.11,47.94
"2351_00482",512.82,577.49,541.18,506.48,497.54,527.89,624.25,532.31,586.7,563.25
"2351_00483",1243.9,1370.83,1347.46,1125.5,1176.32,1383.27,1326.03,1262.75,1398.31,1331.32
"2351_00484",1249.69,1518.88,1462.11,1299.95,1319.66,1380.01,1421.68,1416.67,1374.39,1410.85
"2351_00485",1116.42,1086.04,1101.63,1159.27,1094.58,1166.58,1157.88,1335.88,1443.3,1341.13
"2351_00486",1281.56,4046.95,4081.81,3939.26,4403.2,2773.06,3469.61,2815.47,3157.45,3999.41
"2351_00487",4017.56,2854.67,2369.29,2158.71,2287.48,3066.34,2618.82,2562.92,2654.98,2786.84
"2351_00488",112.03,59.9,57.79,57.4,45.02,70.87,44.3,45.07,31.58,63.19
"2351_00489",89.82,98.32,59.62,52.9,73.45,75.76,68.47,49.32,61.25,64.28
"2351_00490",60.84,67.81,63.29,59.65,69.89,61.1,63.43,37.41,52.64,49.03
"2351_00491",253.03,226.02,210.05,162.07,196.65,210.18,176.2,136.05,162.71,157.97
"2351_00492",115.89,84.76,71.55,72.03,78.18,89.61,71.49,46.77,53.6,59.92
"2351_00493",717.56,360.51,372.41,219.47,220.34,443.98,338.3,417.52,348.38,325.75
"2351_00494",1269.01,7270.04,5620.98,5438.42,5785.64,5480.14,5452.11,674.32,3970.02,5174.94
"2351_00495",407.55,3406.17,2642.63,2459.22,2498.34,2745.36,2702.39,253.4,2132.4,2803.18
"2351_00496",216.33,189.86,138.51,137.31,155.18,199.59,165.12,112.24,79.44,90.43
"2351_00497",195.08,181.95,150.43,130.56,152.81,120.57,121.83,100.34,123.47,126.38
"2351_00498",342.84,335.64,366.9,290.38,305.63,382.88,382.6,361.39,350.3,327.93
"2351_00499",49.25,32.77,49.53,48.4,43.83,60.28,49.34,51.02,44.98,58.83
"2351_00500",2873.13,3171.11,3281.04,3242.57,3257.68,2963.69,2929.94,3116.49,3201.48,3094.07
"2351_00501",432.66,322.08,359.57,380.42,362.49,390.22,361.46,369.05,364.65,296.33
"2351_00502",287.8,212.46,234.82,282.5,257.06,241.14,240.64,221.09,224.92,200.46
"2351_00503",843.11,584.27,557.69,553.75,581.64,575.96,486.31,493.2,472.8,502.24
"2351_00504",98.51,92.67,75.22,108.05,75.82,61.1,58.4,70.58,56.47,53.38
"2351_00505",635.47,435.09,520.09,395.05,385,603.65,548.73,683.67,650.82,611.19
"2351_00506",4634.68,4304.61,4296.45,3869.47,4220.77,4184.03,4220.73,4135.2,4274.38,4475.51
"2351_00507",265.58,218.11,156.85,141.81,182.43,195.52,169.15,131.8,127.29,149.26
"2351_00508",24166.18,21679.03,22016.1,25117.82,25550.87,20854.17,23759.71,22821.41,18032.59,19234.44
"2351_00509",6478.31,4745.36,3759.85,3525.07,4371.21,4360,4974.86,4647.96,4418.9,4563.75
"2351_00510",594.91,709.71,921.85,1093.99,964.27,780.43,801.45,1318.03,1248.05,1282.3
"2351_00511",3373.4,3694.35,4747.74,4856.54,4407.94,3634.14,3547.14,6824.82,5478.4,5392.83
"2351_00512",8729.49,10560.94,11460.26,10372.62,10212.53,9587.59,10473.28,12643.7,11139.61,11424.09
"2351_00513",23.18,33.9,38.52,32.64,49.75,21.18,24.16,17.86,27.76,25.06
"2351_00514",345.74,285.92,293.52,309.51,293.78,346.23,312.12,346.09,333.07,383.49
"2351_00515",49.25,46.33,44.95,38.27,34.35,43.18,43.29,34.86,44.03,45.76
"2351_00516",119.75,81.37,88.06,69.78,68.71,75.76,67.46,71.43,70.82,78.44
"2351_00517",219.23,223.76,206.38,174.45,215.6,209.36,198.35,171.77,178.02,178.67
"2351_00518",310.01,318.69,288.94,219.47,272.46,229.73,275.88,238.95,246.93,274.54
"2351_00519",2673.22,1883.9,1614.38,1411.38,1513.93,1855.77,1664.33,1708.33,1631.84,1715.9
"2351_00520",633.54,584.27,574.21,558.25,586.38,695.71,596.06,498.3,453.66,541.46
"2351_00521",2890.52,2908.92,2960.92,3239.19,3055.11,3085.07,3257.17,3125,3061.74,2855.48
"2351_00522",1999.12,2407.15,2411.48,2720.34,2293.41,2529.48,2678.23,2700.68,2799.5,2572.22
"2351_00523",826.69,975.29,1101.63,1188.53,1085.1,890.41,1081.36,1094.39,1155.21,1200.59
"2351_00524",588.15,762.83,841.13,885.77,836.34,765.77,828.64,814.63,810.66,769.16
"2351_00525",640.3,752.66,780.59,919.53,948.87,779.62,790.38,718.54,768.55,745.19
"2351_00526",1056.54,1395.69,1373.14,1547.56,1571.98,1320.54,1266.62,1216.84,1145.64,1164.63
"2351_00527",1062.33,1087.17,1155.75,1104.12,1011.66,1181.24,1115.59,1267.86,1352.37,1335.68
"2351_00528",11447.14,12180.4,12119.77,11919.06,11463.48,13353.71,14141.25,17062.06,17151.11,15990.03
"2351_00529",106.23,168.39,144.93,217.22,170.58,151.52,161.1,158.16,169.41,144.9
"2351_00530",601.67,1043.1,1205.28,1491.29,1359.93,993.06,1091.43,1190.48,1258.58,1321.52
"2351_00531",4452.15,3637.85,2947.16,2692.2,2940.2,3010.94,2953.1,2156.46,2229.07,2675.72
"2351_00532",17908.06,13320.68,16592.34,11573.53,9714.99,13283.65,14718.17,18141.99,16172.96,16747.2
