"","J12_GZP5_plus","J2_WT2_minus","J28_WT_minus_B","J29_WT_plus_A","J3_WT3_minus","J31_GZP_plus_A","J32_GZP_plus_B","J4_GZP1_minus","J5_GZP2_minus","J6_GZP3_minus","J8_WT4_plus","J9_WT5_plus"
"1617.00_03837",307.22,362.82,325.34,392.61,334.79,346.99,309.41,323.44,350.29,319.86,290.7,284.05
"1617.00_03838",40.11,52.51,38.8,40.19,34.05,32.23,27.47,41.81,31.84,39.98,28.77,34.5
"1617.00_03839",3.78,8.35,4.48,7.21,3.78,3.22,2.89,5.87,2.45,3.55,2.95,4.4
"1617.00_03840",5.3,13.13,2.98,6.18,6.62,2.15,4.34,2.93,3.67,3.55,1.48,5.87
"1617.00_03841",12.86,9.55,16.42,11.34,13.24,16.11,15.9,12.47,11.02,13.33,8.85,14.68
"1617.00_03842",0.76,5.97,4.48,8.24,4.73,3.22,5.78,3.67,6.12,2.67,1.48,2.94
"1617.00_03843",0.76,7.16,2.98,6.18,2.84,5.37,1.45,5.87,4.9,3.55,2.21,3.67
"1617.00_03844",6.05,5.97,5.97,11.34,7.57,7.52,13.01,11.73,11.02,9.77,6.64,5.14
"1617.00_03845",15.13,13.13,35.82,50.49,27.43,35.45,31.81,18.34,28.17,25.77,14.02,13.21
"1617.00_03846",6212.51,1669.67,2237.07,2241.25,2565.75,4735.41,5579.48,3706,5131.93,5911.19,3982.67,4781.85
"1617.00_03847",5548.88,11519.42,11545.02,19982.7,10993.11,10764.25,9632.16,9422.33,10447.58,9951.21,10025.3,9446.26
"1617.00_03848",1489.94,2070.68,1859.5,1876.47,2038.04,1660.83,1763.92,1958.25,1941.31,1984.02,1412.16,1407.76
"1617.00_03849",355.65,375.94,241.76,229.79,249.67,181.55,180.73,259.63,308.65,264.77,347.51,344.97
"1617.00_03850",14.38,20.29,26.86,9.27,25.53,23.63,27.47,23.47,19.6,20.44,28.77,22.75
"1617.00_03851",99.13,71.61,71.63,98.92,71.88,88.09,92.53,80.68,75.94,82.63,114.36,113.03
"1617.00_03852",42.38,31.03,16.42,21.64,23.64,20.41,14.46,28.6,25.72,24.88,36.15,34.5
"1617.00_03853",112.75,134.86,102.97,89.65,89.84,90.24,92.53,82.88,78.39,89.74,87.8,101.29
"1617.00_03854",764.27,2227.02,1574.46,1706.44,1474.39,1299.87,1165.34,1256.36,1246.85,1285.66,944.39,850.68
"1617.00_03855",31.78,29.84,38.8,42.25,48.23,36.53,43.38,44.01,29.4,46.2,35.41,43.3
"1617.00_03856",299.65,157.54,114.91,134.99,138.08,176.18,163.38,186.29,187.4,162.6,209.54,196.71
"1617.00_03857",0,2.39,2.98,2.06,0,0,1.45,2.2,3.67,1.78,0.74,0
"1617.00_03858",3571.62,2210.32,1644.6,1626.07,1710.82,1897.17,2001.04,1997.12,1969.49,2045.33,2305.64,2235.69
"1617.00_03859",115.78,40.58,88.05,69.04,87.01,114.95,147.48,117.35,102.88,119.06,82.63,98.35
"1617.00_03860",59.78,21.48,31.34,41.22,57.69,67.68,79.52,59.41,39.19,62.2,44.27,40.37
"1617.00_03861",152.85,31.03,68.65,59.77,69.98,110.65,117.11,89.48,67.36,115.51,78.95,88.81
"1617.00_03862",172.53,75.19,77.6,72.13,80.39,78.42,138.8,91.68,86.96,111.06,115.1,124.78
"1617.00_03863",42.38,37,29.85,29.88,37.83,40.82,39.04,29.34,36.74,37.32,58.29,57.98
"1617.00_03864",12.11,5.97,32.83,15.46,22.7,30.08,11.57,19.07,14.7,9.77,9.59,5.14
"1617.00_03865",35.56,10.74,50.74,31.94,31.21,55.86,44.82,49.87,37.97,19.55,16.23,9.54
"1617.00_03866",519.1,390.27,485.02,638.89,597.7,534.99,532.07,561.07,573.21,557.98,544.5,546.08
"1617.00_03867",71.89,131.28,61.19,68.01,56.74,60.16,53.5,78.48,60.02,67.53,84.11,64.59
"1617.00_03868",1564.86,3903.86,2340.05,2039.28,2156.25,2064.76,1813.08,2051.39,2066.24,2176.83,1570.05,1468.68
"1617.00_03869",183.88,305.53,364.14,403.94,318.71,349.14,383.15,324.91,295.18,334.96,211.01,176.89
"1617.00_03870",210.36,195.73,325.34,271.01,275.21,276.09,263.14,291.17,280.48,290.54,250.12,237.07
"1617.00_03871",594.01,741.15,813.34,804.79,902.22,782.07,800.99,824.37,841.44,720.57,651.48,651.77
"1617.00_03872",568.28,415.33,546.21,521.41,497.45,530.69,514.72,544.94,559.74,597.96,553.35,569.56
"1617.00_03873",231.55,221.99,277.58,242.16,296.96,324.43,260.25,294.1,292.73,257.67,219.87,232.67
"1617.00_03874",616.71,520.36,773.05,529.66,636.47,648.86,704.12,708.49,595.25,638.83,558.52,603.33
"1617.00_03875",352.62,350.88,359.66,381.27,346.14,360.96,370.13,387.98,417.66,370.5,303.24,308.27
"1617.00_03876",690.87,802.02,867.07,880.01,833.18,833.64,892.08,851.51,772.85,765,920.78,877.83
"1617.00_03877",290.57,143.22,180.58,191.67,225.08,189.07,195.19,208.29,225.36,223.9,271.51,264.23
"1617.00_03878",20.43,25.06,19.4,18.55,26.48,27.93,17.35,31.54,19.6,18.66,30.99,26.42
"1617.00_03879",177.07,115.77,126.85,143.23,137.13,105.28,85.3,138.62,151.88,128.83,332.75,314.14
"1617.00_03880",483.53,559.74,496.96,784.18,463.41,483.42,506.04,448.12,505.84,427.37,607.21,638.56
"1617.00_03881",7.57,9.55,22.39,19.58,10.4,11.82,14.46,13.94,15.92,19.55,14.76,12.48
"1617.00_03882",169.5,194.54,270.12,232.88,222.25,184.78,183.62,195.09,183.72,182.14,189.62,201.11
"1617.00_03883",22.7,27.45,23.88,22.67,19.86,22.56,23.13,22,29.4,20.44,16.23,27.16
"1617.00_03884",34.05,42.97,65.66,68.01,57.69,44.05,57.83,42.54,51.44,45.31,28.04,34.5
"1617.00_03885",107.45,146.8,153.71,178.27,147.53,157.92,148.92,118.08,137.18,127.06,157.15,179.82
"1617.00_03886",125.61,275.69,244.75,180.33,210.9,163.29,170.61,175.29,200.87,197.25,130.59,134.32
"1617.00_03887",2485.76,4968.44,5645.66,12815.85,5820.94,3591.31,3931.23,4736.47,4176.58,5101.77,9167.23,9413.24
"1617.00_03888",13252.08,35097.72,27173.18,38880.33,22731.46,29365.35,24058.71,18478.67,22676.03,23181.87,16304.76,15743.77
"1617.00_03889",2650.72,7428.19,4711.43,6781.46,4758.89,4089.77,3670.98,3827.75,4513.4,4637.97,3732.56,3432.07
"1617.00_03890",218.69,275.69,253.7,342.11,302.63,265.35,273.26,290.44,335.6,325.19,273.73,286.98
"1617.00_03891",505.48,374.75,482.04,694.53,462.46,389.96,377.36,476.73,474,513.55,655.17,739.11
"1617.00_03892",525.91,311.5,408.91,453.4,462.46,272.87,341.22,381.38,405.41,492.23,537.86,615.07
"1617.00_03893",12.86,23.87,17.91,22.67,14.19,13.97,13.01,5.87,11.02,21.32,17.71,12.48
"1617.00_03894",13554.76,43907.95,23433.28,41686.27,20038.98,22104.31,19776.14,16024.63,21110.73,20157.41,19196.22,18274.52
"1617.00_03895",2213.35,5640.36,5180.04,8174.65,5041.66,3621.39,3590.01,4093.99,4019.81,4677.07,4544.14,4012.64
"1617.00_03896",48721.63,183486.07,131318.61,199013.99,115347.32,107236.43,100861.51,89096.62,106787.02,104044.3,90585.51,78022.33
"1617.00_03897",24456.54,74099.3,77778.14,105902.55,67422.67,65378.32,62486.13,54421.7,57933.24,64648.18,49863.83,43260.52
"1617.00_03898",3893.98,6506.83,5453.14,6285.81,6310.83,4789.12,4925.96,5499.23,5973.37,7670.42,5029.62,4646.8
"1617.00_03899",123.34,131.28,99.99,152.51,95.52,98.83,88.2,123.95,120.03,123.5,151.25,187.9
"1617.00_03900",70.37,21.48,28.36,44.31,30.26,30.08,31.81,35.94,39.19,50.64,100.34,119.64
"1617.00_03901",99.88,57.29,58.2,87.59,81.33,66.61,67.95,84.34,71.04,70.19,153.46,177.62
"1617.00_03902",126.37,124.12,89.54,138.08,104.03,92.39,63.62,116.61,124.93,119.06,221.34,207.72
"1617.00_03903",237.6,204.08,98.5,185.48,142.8,108.5,96.87,173.09,158,194.58,335.7,377.26
"1617.00_03904",161.18,155.15,170.13,295.74,212.79,186.92,137.35,227.36,210.67,215.91,324.63,338.36
"1617.00_03905",468.4,473.81,259.67,706.9,399.1,346.99,303.63,435.66,390.71,442.47,1103.76,1063.53
"1617.00_03906",690.11,1463.2,943.18,1685.83,1026.11,1018.41,964.37,1100.87,1086.4,1061.76,1433.56,1325.56
"1617.00_03907",829.34,2169.74,1205.84,1440.58,1171.75,998,932.56,1073,1163.56,1286.55,1030.71,1060.59
"1617.00_03908",5111.51,7750.43,6445.57,8316.85,6744.92,4687.07,4726.44,6064.7,6155.87,6438.96,7037.19,6339.35
"1617.00_03909",3.78,23.87,7.46,9.27,10.4,7.52,4.34,6.6,8.57,7.11,5.9,6.61
"1617.00_03910",15.89,11.93,25.37,20.61,23.64,18.26,23.13,26.4,28.17,15.1,16.97,16.88
"1617.00_03911",18.16,38.19,41.79,25.76,30.26,35.45,24.58,37.4,39.19,28.43,17.71,11.01
"1617.00_03912",98.37,110.99,104.47,124.69,105.92,97.76,72.29,102.68,96.76,83.52,151.25,156.34
"1617.00_03913",59.78,39.38,82.08,79.35,52.96,77.35,57.83,51.34,53.89,38.21,125.43,102.02
"1617.00_03914",56,31.03,41.79,51.52,46.34,62.31,46.27,38.14,40.42,36.43,47.96,56.52
"1617.00_03915",7.57,8.35,11.94,25.76,4.73,12.89,10.12,18.34,12.25,10.66,17.71,17.62
"1617.00_03916",199.01,101.45,120.88,138.08,137.13,138.58,138.8,150.35,144.53,127.06,281.1,255.42
"1617.00_03917",105.18,44.16,49.25,52.55,50.12,58.01,72.29,71.88,55.12,48.87,100.34,109.36
"1617.00_03918",398.78,335.37,337.28,489.47,353.7,344.84,401.94,376.25,358.87,373.17,494.33,528.46
"1617.00_03919",31.78,14.32,28.36,29.88,24.59,31.15,33.25,25.67,26.95,33.76,32.46,46.24
"1617.00_03920",370.78,332.98,405.93,434.85,405.72,411.45,406.28,369.65,333.15,337.63,437.52,384.6
"1617.00_03921",1808.51,5369.45,2792.23,2061.95,3069.83,2050.79,1729.22,2896.3,2878.29,2841.42,1772.95,1551.62
"1617.00_03922",595.52,1349.82,1477.45,1153.09,1322.12,1381.52,1350.41,1048.07,1140.29,1180.82,688.37,627.55
"1617.00_03923",1437.73,768.6,983.48,967.6,989.23,1117.25,1085.82,1177.88,1121.92,1156.83,1357.56,1374
"1617.00_03924",249.71,227.95,228.33,60.8,254.4,250.31,219.77,212.69,248.64,235.45,78.95,103.49
"1617.00_03925",727.19,1413.07,1692.35,2804.92,1913.2,914.21,1101.73,1452.92,1396.28,1907.61,1677.03,1508.32
"1617.00_03926",36.32,115.77,71.63,74.19,63.36,60.16,56.39,55.74,75.94,63.97,32.46,46.97
"1617.00_03927",119.56,409.36,337.28,212.27,243.05,346.99,261.7,192.89,216.79,236.34,88.54,100.55
"1617.00_03928",42.38,31.03,83.57,28.85,72.82,49.42,57.83,65.27,68.59,54.2,31.73,32.29
"1617.00_03929",57.51,81.16,129.84,82.44,137.13,114.95,147.48,123.95,124.93,97.74,58.29,52.85
"1617.00_03930",28.75,42.97,35.82,23.7,49.18,32.23,49.16,49.14,42.87,55.09,33.2,33.76
"1617.00_03931",4.54,2.39,16.42,4.12,7.57,2.15,5.78,5.87,9.8,8,3.69,2.94
"1617.00_03932",5.3,9.55,8.95,3.09,5.67,5.37,11.57,6.6,6.12,10.66,3.69,3.67
"1617.00_03933",17.4,17.9,22.39,7.21,19.86,20.41,10.12,20.54,26.95,24.88,11.8,6.61
"1617.00_03934",129.4,276.89,274.6,126.75,162.66,284.68,267.48,175.29,200.87,156.38,81.16,75.6
"1617.00_03935",43.13,143.22,62.68,50.49,61.47,87.02,88.2,50.61,56.34,68.41,36.89,28.63
"1617.00_03936",15.13,62.06,37.31,29.88,32.15,38.67,20.24,22.74,24.5,36.43,13.28,21.29
"1617.00_03937",104.42,338.95,270.12,258.65,191.98,286.83,240.01,162.82,191.07,173.26,87.8,93.21
"1617.00_03938",27.24,82.35,85.07,151.48,82.28,127.84,89.64,83.61,109.01,87.07,60.5,49.18
"1617.00_03939",121.83,214.83,150.73,137.05,138.08,136.43,101.21,164.29,133.5,149.27,102.55,93.21
"1617.00_03940",83.24,89.51,73.13,73.16,103.08,50.49,67.95,92.41,94.31,87.07,82.63,60.92
"1617.00_03941",326.14,386.69,608.89,627.55,585.4,553.25,536.41,597.74,514.42,621.06,485.48,372.13
"1617.00_03942",1013.22,519.16,668.58,840.86,717.81,777.78,851.6,857.38,782.65,913.38,789.45,785.35
"1617.00_03943",1578.48,1711.44,2087.83,2170.15,2057.9,2119.55,2190.44,1972.18,2009.9,2019.56,1450.52,1367.4
"1617.00_03944",129.4,305.53,199.98,116.44,176.85,184.78,164.83,171.62,211.89,175.92,73.78,96.88
"1617.00_03945",183.12,235.11,183.56,116.44,209.01,215.93,208.2,191.42,236.39,261.22,93.7,110.1
"1617.00_03946",8.32,5.97,7.46,5.15,6.62,8.59,5.78,10.27,9.8,5.33,5.16,1.47
"1617.00_03947",977.66,880.78,668.58,595.61,720.64,648.86,683.88,704.82,668.74,747.23,787.24,890.31
"1617.00_03948",270.14,201.7,243.26,195.79,231.7,174.03,222.66,258.17,268.23,264.77,241.26,251.02
"1617.00_03949",302.68,256.6,235.8,225.67,271.42,198.74,228.44,269.17,286.6,260.33,312.09,316.34
"1617.00_03950",357.16,249.44,220.87,267.92,236.43,291.13,303.63,237.63,285.38,255,351.2,386.81
"1617.00_03951",40.86,15.52,152.22,140.14,135.24,150.4,130.13,110.01,86.96,115.51,58.29,60.92
"1617.00_03952",35.56,42.97,70.14,45.34,51.07,50.49,63.62,54.27,58.79,51.53,58.29,68.99
"1617.00_03953",51.46,45.35,64.17,51.52,57.69,46.19,37.59,58.67,29.4,43.54,44.27,47.71
"1617.00_03954",1222.07,1025.2,552.18,509.05,846.42,460.86,536.41,889.65,923.5,908.05,963.57,946.83
"1617.00_03955",2625.75,1330.72,1062.57,1164.42,1475.33,1050.64,1312.82,1724.29,1638.79,1679.27,2759.39,3059.21
"1617.00_03956",56.75,46.55,41.79,39.16,44.45,44.05,44.82,38.14,42.87,52.42,29.51,30.83
"1617.00_03957",172.53,328.21,126.85,132.93,177.8,185.85,160.49,155.49,188.62,167.04,106.24,96.15
"1617.00_03958",43.13,100.25,97,71.1,79.44,103.13,82.41,79.21,91.86,88.85,47.22,36.7
"1617.00_03959",127.13,200.5,337.28,10.3,121.05,366.33,293.5,107.08,134.73,76.41,5.16,4.4
"1617.00_03960",10.59,23.87,35.82,19.58,18.91,11.82,23.13,17.6,19.6,22.21,14.76,11.01
"1617.00_03961",4.54,4.77,2.98,2.06,3.78,3.22,1.45,3.67,3.67,7.11,3.69,4.4
"1617.00_03962",17.4,25.06,16.42,15.46,14.19,11.82,11.57,13.2,9.8,11.55,14.02,11.74
"1617.00_03963",0.76,0,2.98,2.06,4.73,3.22,2.89,2.2,3.67,0.89,2.21,1.47
"1617.00_03964",0.76,3.58,2.98,3.09,1.89,3.22,1.45,2.2,3.67,3.55,2.21,1.47
"1617.00_03965",10.59,13.13,16.42,12.37,18.91,18.26,8.68,22,18.37,14.22,10.33,11.01
"1617.00_03966",7.57,3.58,2.98,5.15,6.62,1.07,2.89,4.4,3.67,4.44,5.16,2.94
"1617.00_03968",3.03,2.39,8.95,3.09,5.67,7.52,13.01,5.13,8.57,1.78,3.69,5.87
"1617.00_03969",103.67,106.22,107.45,79.35,93.63,81.65,95.43,99.75,102.88,86.18,85.59,94.68
"1617.00_03970",373.05,393.85,323.85,308.11,350.86,308.32,377.36,345.44,330.7,310.09,310.62,299.46
"1617.00_03971",357.92,322.24,553.67,495.65,486.1,544.66,451.1,467.19,451.95,418.48,340.87,349.37
"1617.00_03972",76.43,53.71,64.17,65.95,63.36,82.72,66.51,63.07,53.89,56.86,60.5,84.41
"1617.00_03973",96.1,53.71,59.7,77.28,60.53,68.75,92.53,82.14,64.91,68.41,92.23,87.34
"1617.00_03974",18.16,71.61,47.76,31.94,36.88,40.82,37.59,30.8,33.07,39.98,20.66,17.62
"1617.00_03975",16.65,11.93,20.89,11.34,14.19,12.89,15.9,17.6,14.7,16.88,16.23,21.29
"1617.00_03976",105.94,182.6,140.28,125.72,113.49,121.39,134.46,107.08,112.68,95.07,68.62,63.12
"1617.00_03977",83.24,138.44,123.87,99.95,117.27,100.98,112.78,112.95,116.36,98.62,79.68,80.74
"1617.00_03978",46.92,46.55,68.65,52.55,80.39,51.57,70.85,76.28,69.81,77.3,47.22,49.91
"1617.00_03979",86.26,242.28,143.27,117.47,191.98,155.77,137.35,148.89,175.15,156.38,101.08,80
"1617.00_03980",0.76,8.35,4.48,2.06,5.67,0,2.89,5.13,3.67,1.78,1.48,0
"1617.00_03981",15.13,20.29,20.89,23.7,22.7,25.78,28.92,19.8,17.15,10.66,9.59,5.87
"1617.00_03982",5.3,8.35,8.95,4.12,10.4,7.52,1.45,5.87,4.9,10.66,4.43,5.14
"1617.00_03983",334.46,162.31,185.05,188.57,189.15,212.71,213.98,241.3,202.09,216.79,359.31,422.77
"1617.00_03984",445.7,310.3,337.28,366.84,362.21,389.96,407.73,379.18,363.77,347.4,450.8,444.79
"1617.00_03985",570.55,571.67,468.61,407.03,470.97,395.33,507.49,482.59,489.92,443.36,557.04,584.98
"1617.00_03986",1540.64,1355.79,892.44,841.89,1065.83,826.12,1017.87,1027.53,977.39,983.57,1373.79,1511.26
"1617.00_03987",531.2,287.63,338.77,344.17,350.86,340.55,425.08,420.99,357.64,374.06,524.58,557.82
"1617.00_03988",129.4,130.09,182.07,184.45,131.46,148.25,153.26,128.35,128.6,131.5,154.2,154.13
"1617.00_03989",0.76,4.77,1.49,3.09,2.84,2.15,1.45,4.4,1.22,3.55,2.21,2.2
"1617.00_03990",9.84,17.9,19.4,15.46,15.13,15.04,10.12,19.8,9.8,12.44,14.02,9.54
"1617.00_03991",9.84,11.93,10.45,16.49,6.62,11.82,8.68,5.13,14.7,6.22,8.85,8.81
"1617.00_03992",3.78,5.97,2.98,8.24,3.78,6.45,2.89,2.2,7.35,6.22,4.43,4.4
"1617.00_03993",0.76,1.19,0,4.12,0,4.3,1.45,0,1.22,1.78,1.48,0.73
"1617.00_03994",11.35,23.87,17.91,15.46,16.08,19.34,24.58,6.6,15.92,15.1,5.16,10.28
"1617.00_03995",4.54,5.97,10.45,12.37,11.35,10.74,7.23,7.33,4.9,4.44,5.16,8.81
"1617.00_03996",4.54,1.19,7.46,2.06,1.89,4.3,2.89,8.8,3.67,4.44,2.95,1.47
"1617.00_03997",0.76,1.19,0,1.03,0.95,0,2.89,2.93,0,0,2.21,1.47
"1617.00_03998",0,1.19,4.48,3.09,2.84,4.3,1.45,1.47,1.22,0.89,0.74,1.47
"1617.00_03999",52.97,70.42,56.71,18.55,69.04,87.02,54.94,54.27,57.57,55.09,16.97,15.41
"1617.00_04000",54.48,70.42,89.54,59.77,73.77,92.39,80.97,79.21,60.02,61.31,49.43,31.56
"1617.00_04001",12.86,7.16,20.89,36.07,16.08,11.82,8.68,19.8,11.02,11.55,23.61,18.35
"1617.00_04002",2270.1,1459.62,1226.73,2101.11,1493.3,1052.79,1101.73,1763.16,1816.38,1559.32,3070.75,3012.97
"1617.00_04003",13.62,10.74,7.46,10.3,12.29,8.59,10.12,5.87,9.8,8,10.33,12.48
"1617.00_04004",78.7,66.83,97,78.32,95.52,96.68,101.21,90.21,78.39,88.85,97.39,98.35
"1617.00_04005",332.95,205.28,237.29,233.91,244,222.38,287.72,275.77,257.21,255.89,309.88,386.81
"1617.00_04006",429.81,537.06,471.59,464.74,490.83,480.2,480.02,498.73,464.2,446.03,423.5,455.8
"1617.00_04007",1045,1447.69,910.35,1087.14,1078.13,1362.18,1187.03,896.25,935.75,964.91,738.54,678.93
"1617.00_04008",289.06,267.34,320.86,350.36,352.76,353.44,354.23,373.31,329.47,327.86,334.96,341.3
"1617.00_04010",950.42,790.08,841.7,851.16,829.4,691.83,805.33,882.31,911.25,915.16,1016.7,1152.34
"1617.00_04011",27.24,20.29,29.85,53.58,31.21,42.97,21.69,27.87,25.72,20.44,18.45,18.35
"1617.00_04012",52.21,70.42,52.23,52.55,74.71,58.01,57.83,56.47,55.12,45.31,39.1,41.1
"1617.00_04013",2410.85,4112.72,2935.5,3096.54,3386.64,2624.46,2804.92,3170.6,3156.32,3064.44,2659.05,2676.07
"1617.00_04014",126.37,187.38,119.39,119.53,128.62,137.51,117.11,139.35,123.71,134.16,87.8,87.34
"1617.00_04015",53.73,82.35,67.16,87.59,79.44,70.9,67.95,74.08,73.49,73.75,61.98,52.85
"1617.00_04016",182.36,403.39,344.74,443.1,397.2,234.19,234.23,320.51,325.8,371.39,340.13,303.87
"1617.00_04017",437.37,1589.71,953.63,1023.25,1009.09,656.38,605.81,821.44,834.09,836.08,705.34,634.15
"1617.00_04018",94.59,103.83,77.6,87.59,109.7,68.75,80.97,89.48,117.58,91.52,96.65,113.03
"1617.00_04019",179.34,87.12,141.78,158.69,141.86,133.21,183.62,156.22,171.47,161.71,273.73,335.43
"1617.00_04020",1029.11,957.17,787.97,1128.35,810.49,846.53,912.32,883.05,764.28,772.11,2200.87,2313.49
"1617.00_04021",356.41,433.23,440.25,604.88,332.9,420.04,487.25,360.11,300.08,271.88,793.14,726.64
"1617.00_04022",1187.26,2470.49,3228.01,2620.46,2763.41,3314.14,2877.21,2657.94,2671.3,2612.19,1264.6,1111.24
"1617.00_04023",955.71,1411.88,1478.94,1295.29,1635.16,1218.23,1460.29,1243.16,1358.31,1320.31,993.82,1005.55
"1617.00_04024",83.99,65.64,88.05,75.22,93.63,56.94,82.41,79.94,79.61,79.97,100.34,107.16
"1617.00_04025",1056.35,905.85,986.46,1864.1,1013.82,850.83,1010.64,1038.53,910.03,964.02,2124.14,2134.4
"1617.00_04026",298.9,173.05,156.7,284.41,171.18,141.8,192.3,176.02,142.08,207.91,416.86,565.9
"1617.00_04027",189.93,211.25,162.67,155.6,171.18,169.74,164.83,175.29,164.12,153.71,199.95,179.82
"1617.00_04028",284.52,247.05,214.9,209.18,209.01,191.22,229.89,208.29,198.42,226.57,258.97,292.86
"1617.00_04029",37.08,13.13,31.34,26.79,33.1,32.23,36.15,41.81,30.62,27.54,42.05,39.63
"1617.00_04030",1984.07,2334.44,2822.08,2555.54,2645.19,2651.31,2823.72,2963.04,2960.35,2814.77,2158.82,2159.36
"1617.00_04031",1212536.61,486653.85,4153565.02,3061720.55,2667064.51,3661752.16,3382720.93,2490564.48,2482211.73,1835356.83,1259423.11,1341023.13
"1617.00_04032",84.75,19.1,177.59,200.94,163.61,191.22,225.55,183.36,138.4,128.83,150.51,120.37
"1617.00_04033",44.65,2.39,164.16,194.76,122.94,171.88,203.86,146.69,124.93,118.17,106.24,93.21
"1617.00_04034",213.39,241.08,199.98,234.95,179.69,194.44,176.39,181.16,220.46,197.25,233.88,223.13
"1617.00_04035",852.04,2576.71,2454.96,2174.27,2026.69,2145.33,1682.95,1691.28,1930.29,1490.02,860.28,734.71
"1617.00_04036",19.67,15.52,10.45,20.61,13.24,17.19,14.46,18.34,25.72,18.66,9.59,19.82
"1617.00_04037",23.46,20.29,25.37,29.88,16.08,15.04,27.47,25.67,19.6,28.43,33.2,30.83
"1617.00_04038",2.27,9.55,0,1.03,0.95,1.07,2.89,0,6.12,2.67,3.69,1.47
"1617.00_04039",85.51,59.67,25.37,57.71,51.07,58.01,92.53,63.07,55.12,49.76,75.99,77.07
"1617.00_04040",68.1,48.93,44.77,62.86,73.77,47.27,67.95,55.74,39.19,52.42,77.47,89.55
"1617.00_04041",43.89,17.9,49.25,45.34,33.1,40.82,41.93,44.01,30.62,28.43,49.43,42.57
"1617.00_04042",28.75,48.93,53.73,32.97,52.96,70.9,46.27,49.14,51.44,55.09,29.51,26.42
"1617.00_04043",94.59,114.57,88.05,79.35,86.06,63.38,67.95,95.35,78.39,79.97,93.7,91.01
"1617.00_04044",146.04,74,99.99,186.51,132.4,120.32,122.9,172.36,166.57,143.94,250.85,212.12
"1617.00_04045",138.48,434.42,226.84,217.43,180.63,242.79,189.4,137.88,216.79,187.47,134.28,109.36
"1617.00_04046",149.83,89.51,73.13,86.56,120.11,110.65,115.67,123.95,111.46,121.72,137.97,160.74
"1617.00_04047",342.79,109.8,189.53,179.3,174.96,222.38,235.67,197.29,209.44,196.36,303.24,415.43
"1617.00_04048",730.97,317.46,328.32,386.42,391.53,441.53,423.63,426.12,439.7,437.14,831.51,832.33
"1617.00_04049",1561.83,1785.44,1883.38,2291.75,1939.68,1927.25,1975.01,1884.17,1965.81,1713.03,1744.91,1532.54
"1617.00_04050",5625.31,3562.52,2311.69,2829.65,3084.96,2525.62,2755.76,3537.31,3859.36,4187.5,4696.87,5062.96
"1617.00_04051",687.08,867.66,802.9,822.31,718.75,857.27,782.2,729.76,764.28,741.9,659.6,639.29
"1617.00_04052",259.55,285.24,331.31,389.51,280.88,366.33,329.65,307.31,259.66,281.65,321.68,353.78
"1617.00_04053",258.03,199.31,150.73,203,149.42,170.81,176.39,181.89,193.52,162.6,228.72,237.81
"1617.00_04054",275.44,97.86,141.78,152.51,150.37,147.18,173.5,199.49,167.8,186.59,262.66,295.06
"1617.00_04055",214.9,87.12,122.37,127.78,131.46,125.69,141.69,136.42,128.6,119.95,183.71,234.87
"1617.00_04056",144.53,57.29,79.1,76.25,67.15,66.61,66.51,73.34,74.71,97.74,143.13,143.13
"1617.00_04057",73.4,31.03,61.19,45.34,53.91,75.2,60.73,55.01,60.02,51.53,66.4,78.54
"1617.00_04058",125.61,75.19,102.97,106.14,104.03,98.83,108.44,99.75,78.39,87.07,128.38,164.41
"1617.00_04059",143.77,84.74,114.91,136.02,112.54,119.24,99.76,115.88,111.46,128.83,129.12,115.23
"1617.00_04060",123.34,63.25,82.08,107.17,76.6,77.35,60.73,94.61,104.11,97.74,95.91,123.31
"1617.00_04061",133.94,93.09,129.84,117.47,138.08,110.65,130.13,139.35,123.71,133.28,124.69,124.78
"1617.00_04062",105.18,82.35,102.97,111.29,100.25,111.72,104.1,108.55,113.91,109.29,123.21,140.19
"1617.00_04063",364.73,938.07,559.64,583.24,413.28,510.28,467,410.72,560.96,372.28,320.95,261.3
"1617.00_04064",394.24,298.37,653.66,472.98,619.45,652.09,847.26,679.15,783.87,662.82,321.68,360.38
"1617.00_04065",88.53,45.35,123.87,162.81,152.26,183.7,151.81,149.62,181.27,162.6,119.52,87.34
"1617.00_04067",4.54,0,37.31,16.49,21.75,30.08,23.13,24.2,13.47,16.88,14.02,10.28
"1617.00_04068",29.51,28.64,23.88,14.43,24.59,21.49,28.92,27.87,28.17,18.66,29.51,16.88
"1617.00_04069",11.35,10.74,14.92,5.15,5.67,5.37,4.34,5.87,7.35,10.66,11.07,10.28
"1617.00_04070",600.82,509.61,447.71,460.62,422.74,418.97,495.92,523.67,486.25,487.79,568.11,621.68
"1617.00_04071",644.71,361.62,358.17,416.31,409.5,411.45,439.53,464.99,426.23,476.24,551.88,627.55
"1617.00_04072",264.84,282.85,341.75,286.47,312.09,394.26,299.29,292.64,302.53,249.67,238.31,243.68
"1617.00_04073",185.39,142.02,204.46,214.34,199.55,181.55,227,200.96,180.05,167.93,210.27,217.26
"1617.00_04074",1611.01,1818.86,1293.89,1600.31,1428.05,1516.88,1483.43,1574.67,1591.02,1607.3,1798.03,1786.5
"1617.00_04075",243.66,453.52,329.82,357.57,291.28,316.91,315.19,307.31,367.44,285.21,247.9,226.8
"1617.00_04076",6.81,9.55,5.97,13.4,6.62,10.74,7.23,10.27,6.12,8.89,10.33,5.14
