"","J12_GZP5_plus","J2_WT2_minus","J28_WT_minus_B","J29_WT_plus_A","J3_WT3_minus","J31_GZP_plus_A","J32_GZP_plus_B","J4_GZP1_minus","J5_GZP2_minus","J6_GZP3_minus","J8_WT4_plus","J9_WT5_plus"
"1617.00_01004",11.35,4.77,16.42,2.06,13.24,6.45,18.8,16.14,23.27,6.22,8.12,8.07
"1617.00_01005",27.24,10.74,26.86,17.52,17.97,19.34,24.58,22,20.82,21.32,14.02,13.95
"1617.00_01006",220.96,241.08,196.99,227.73,246.83,179.4,209.65,243.5,204.54,197.25,280.37,312.67
"1617.00_01007",380.62,324.63,317.88,397.76,311.14,371.7,383.15,349.11,357.64,376.72,428.66,469.74
"1617.00_01008",9.84,13.13,13.43,26.79,14.19,15.04,13.01,19.8,25.72,15.1,16.97,14.68
"1617.00_01009",2.27,8.35,8.95,7.21,10.4,9.67,7.23,6.6,7.35,5.33,8.12,3.67
"1617.00_01010",0.76,0,0,2.06,1.89,2.15,0,0.73,0,6.22,2.95,1.47
"1617.00_01011",0.76,3.58,0,0,1.89,3.22,0,2.2,0,0.89,0.74,0
"1617.00_01012",9.84,3.58,11.94,8.24,7.57,3.22,2.89,5.87,8.57,9.77,6.64,2.94
"1617.00_01013",7.57,11.93,11.94,17.52,7.57,9.67,8.68,5.87,14.7,8.89,3.69,5.87
"1617.00_01014",4.54,5.97,2.98,1.03,9.46,3.22,5.78,5.87,7.35,0.89,5.9,2.2
"1617.00_01015",22.7,54.9,29.85,63.89,47.29,46.19,27.47,41.07,44.09,39.09,45.01,49.18
"1617.00_01016",10.59,13.13,13.43,22.67,23.64,23.63,15.9,17.6,25.72,18.66,18.45,22.75
"1617.00_01017",15.13,8.35,14.92,13.4,19.86,12.89,10.12,16.87,14.7,15.99,11.07,16.15
"1617.00_01018",5.3,20.29,10.45,4.12,8.51,7.52,4.34,8.07,3.67,8,5.9,8.81
"1617.00_01019",2.27,2.39,2.98,2.06,0.95,3.22,1.45,2.2,3.67,5.33,2.95,2.2
"1617.00_01020",8.32,3.58,7.46,20.61,6.62,8.59,1.45,8.07,4.9,6.22,5.9,6.61
"1617.00_01021",6.05,9.55,0,8.24,5.67,9.67,8.68,4.4,2.45,6.22,8.12,8.07
"1617.00_01022",92.32,51.32,59.7,53.58,59.58,60.16,63.62,65.27,53.89,82.63,65.66,55.05
"1617.00_01023",226.25,81.16,119.39,320.47,124.84,166.51,221.21,145.22,182.5,127.94,455.96,517.45
"1617.00_01024",60.54,26.26,52.23,116.44,45.39,67.68,66.51,53.54,48.99,43.54,153.46,165.14
"1617.00_01025",173.28,106.22,95.51,265.86,130.51,132.14,159.04,142.28,123.71,124.39,263.4,324.42
"1617.00_01026",121.83,46.55,64.17,110.26,83.22,56.94,96.87,66.74,90.64,63.97,177.07,185.7
"1617.00_01027",806.64,402.2,379.06,654.34,416.12,432.93,523.39,431.99,467.88,516.22,1031.45,1125.92
"1617.00_01028",245.17,125.31,134.31,248.34,145.64,152.55,150.37,143.02,133.5,193.69,281.84,292.12
"1617.00_01029",71.13,88.32,64.17,62.86,71.88,80.57,73.74,74.81,69.81,77.3,67.14,80.74
"1617.00_01030",16.65,21.48,23.88,18.55,28.37,25.78,30.36,24.2,36.74,26.66,15.49,16.88
"1617.00_01031",1.51,3.58,0,3.09,2.84,3.22,2.89,3.67,3.67,0.89,0,1.47
"1617.00_01032",1.51,1.19,1.49,2.06,0.95,0,0,1.47,0,1.78,0,0
"1617.00_01033",4.54,5.97,8.95,7.21,3.78,4.3,2.89,8.8,3.67,6.22,3.69,5.14
"1617.00_01034",1.51,1.19,1.49,4.12,4.73,5.37,0,4.4,0,4.44,1.48,0
"1617.00_01037",6.05,4.77,7.46,5.15,4.73,3.22,5.78,5.13,6.12,5.33,5.16,6.61
"1617.00_01038",0.76,2.39,2.98,4.12,1.89,2.15,2.89,3.67,3.67,1.78,4.43,3.67
"1617.00_01039",0.76,0,1.49,2.06,0,3.22,1.45,1.47,3.67,2.67,2.21,3.67
"1617.00_01040",3.78,0,0,3.09,1.89,4.3,2.89,4.4,2.45,2.67,2.95,4.4
"1617.00_01041",2.27,0,0,0,2.84,3.22,5.78,1.47,3.67,1.78,1.48,2.2
"1617.00_01042",2.27,8.35,1.49,2.06,1.89,1.07,0,2.2,1.22,3.55,1.48,2.2
"1617.00_01043",3.78,48.93,35.82,15.46,27.43,32.23,23.13,29.34,33.07,31.99,6.64,2.2
"1617.00_01044",14.38,68.03,43.28,14.43,25.53,35.45,33.25,26.4,25.72,26.66,9.59,5.87
"1617.00_01045",99.88,517.97,383.54,169,254.4,297.57,277.6,233.23,296.4,247,57.55,80
"1617.00_01046",15.89,70.42,22.39,14.43,21.75,38.67,30.36,24.94,30.62,21.32,3.69,6.61
"1617.00_01047",6.05,7.16,5.97,4.12,14.19,8.59,10.12,15.4,4.9,10.66,6.64,5.87
"1617.00_01048",13.62,17.9,13.43,11.34,16.08,24.71,8.68,19.07,14.7,9.77,7.38,11.01
"1617.00_01049",7.57,9.55,2.98,7.21,6.62,6.45,4.34,9.53,6.12,8,5.16,8.07
"1617.00_01050",7.57,21.48,22.39,10.3,21.75,12.89,11.57,22,24.5,18.66,9.59,9.54
"1617.00_01051",10.59,19.1,20.89,18.55,25.53,15.04,13.01,22.74,17.15,14.22,11.07,8.81
"1617.00_01052",13.62,91.9,65.66,13.4,48.23,58.01,34.7,44.01,42.87,36.43,8.12,8.81
"1617.00_01053",2.27,3.58,4.48,1.03,3.78,3.22,2.89,2.2,4.9,1.78,3.69,3.67
"1617.00_01054",0.76,0,7.46,5.15,10.4,12.89,8.68,12.47,11.02,7.11,5.16,4.4
"1617.00_01055",49.94,31.03,61.19,38.13,52.96,49.42,37.59,45.47,60.02,50.64,23.61,33.03
"1617.00_01056",104.42,103.83,105.96,76.25,98.36,71.98,80.97,94.61,106.56,87.96,90.75,90.28
"1617.00_01057",264.84,372.36,420.85,420.43,355.59,424.34,459.78,379.91,325.8,332.3,355.62,311.94
"1617.00_01058",137.72,71.61,67.16,59.77,84.17,67.68,73.74,85.81,85.74,81.74,129.12,116.7
"1617.00_01059",192.2,422.49,377.57,323.56,323.44,264.27,292.06,313.17,311.1,267.44,201.42,190.83
"1617.00_01060",123.34,48.93,114.91,93.77,87.95,106.35,121.45,115.15,129.83,95.96,135.76,153.4
"1617.00_01061",550.88,1130.22,592.47,558.51,564.6,469.46,519.06,520.73,530.34,554.42,458.91,498.37
"1617.00_01062",911.07,3215.22,1990.83,1545.69,1631.38,1395.49,1447.28,1392.78,1412.2,1442.92,959.15,961.51
"1617.00_01063",106.69,126.51,194.01,224.64,190.09,219.15,208.2,176.02,150.65,162.6,177.81,124.78
"1617.00_01064",273.17,153.96,180.58,194.76,197.66,167.59,180.73,231.03,238.84,209.69,246.43,256.16
"1617.00_01065",821.02,1716.22,1256.58,239.07,1603.95,897.02,845.81,992.33,923.5,960.47,351.2,325.89
"1617.00_01066",56.75,190.96,119.39,104.08,127.67,124.62,96.87,95.35,111.46,107.51,51.65,52.11
"1617.00_01067",6.81,17.9,13.43,8.24,19.86,15.04,10.12,10.27,23.27,13.33,4.43,7.34
"1617.00_01068",3.78,10.74,19.4,12.37,9.46,9.67,1.45,4.4,6.12,8,2.21,2.94
"1617.00_01069",42.38,97.86,79.1,62.86,70.93,88.09,65.06,68.21,82.06,69.3,30.99,38.9
"1617.00_01070",136.21,71.61,71.63,76.25,62.42,80.57,70.85,77.74,101.66,98.62,138.71,163.68
"1617.00_01071",70.37,34.61,34.32,46.37,41.61,36.53,57.83,47.67,34.29,47.09,62.71,82.21
"1617.00_01072",53.73,29.84,17.91,30.91,24.59,30.08,26.03,25.67,41.64,32.87,42.79,43.3
"1617.00_01073",155.88,126.51,111.93,108.2,96.46,107.43,124.34,96.81,69.81,102.18,158.63,173.22
"1617.00_01074",136.96,39.38,88.05,91.71,77.55,89.16,69.4,77.74,77.16,76.41,100.34,111.56
"1617.00_01075",8.32,8.35,1.49,5.15,2.84,4.3,10.12,7.33,8.57,4.44,5.9,9.54
"1617.00_01076",65.83,14.32,38.8,25.76,21.75,27.93,39.04,44.74,37.97,26.66,69.35,71.2
"1617.00_01077",309.49,189.76,228.33,322.53,246.83,268.57,227,264.03,289.05,249.67,311.35,319.28
"1617.00_01078",313.27,256.6,211.92,291.62,241.16,172.96,244.35,254.5,237.61,266.55,302.5,309
"1617.00_01079",104.42,60.87,74.62,92.74,83.22,67.68,79.52,110.75,121.26,84.41,121.74,115.97
"1617.00_01080",9.84,11.93,11.94,12.37,20.81,15.04,14.46,17.6,7.35,16.88,10.33,15.41
"1617.00_01081",8.32,3.58,5.97,4.12,12.29,4.3,4.34,8.8,6.12,8,13.28,10.28
"1617.00_01082",21.19,11.93,28.36,21.64,13.24,23.63,21.69,17.6,24.5,18.66,26.56,16.88
"1617.00_01083",637.9,713.7,707.39,641.98,799.14,618.78,630.38,802.37,759.38,773,847.74,830.86
"1617.00_01084",1.51,8.35,2.98,7.21,5.67,3.22,7.23,5.87,2.45,5.33,2.95,2.2
"1617.00_01085",659.84,549,682.02,882.07,737.67,721.91,845.81,712.16,656.5,689.48,884.63,913.07
"1617.00_01086",12.86,13.13,20.89,13.4,20.81,12.89,13.01,13.94,13.47,10.66,16.23,10.28
"1617.00_01087",275.44,202.89,237.29,326.66,288.45,184.78,290.61,302.91,262.11,275.44,416.12,402.22
"1617.00_01088",294.36,454.71,311.91,377.15,307.36,358.81,419.29,357.91,331.92,275.44,242,211.38
"1617.00_01089",1005.65,656.41,825.28,611.06,930.59,612.34,871.84,940.25,819.39,821.86,1308.13,1547.22
"1617.00_01090",52.97,57.29,32.83,46.37,33.1,37.6,52.05,43.27,52.67,51.53,35.41,38.9
"1617.00_01091",6.05,28.64,17.91,10.3,9.46,9.67,11.57,13.2,15.92,9.77,3.69,7.34
"1617.00_01092",18.92,11.93,25.37,23.7,12.29,11.82,17.35,22,13.47,15.99,8.12,13.95
"1617.00_01093",43.13,57.29,65.66,59.77,67.15,64.46,62.17,55.74,57.57,53.31,53.86,50.64
"1617.00_01094",18.92,14.32,22.39,24.73,22.7,29.01,18.8,33,20.82,20.44,31.73,38.17
"1617.00_01095",111.23,112.19,132.82,120.56,117.27,124.62,99.76,147.42,122.48,123.5,115.84,114.5
"1617.00_01096",232.31,285.24,319.37,285.44,307.36,282.53,227,260.37,279.26,238.12,205.11,174.69
"1617.00_01097",824.05,736.37,1032.72,955.24,871.96,1003.37,912.32,890.38,830.42,841.41,1038.09,998.94
"1617.00_01098",3881.87,3500.46,2766.86,3574.67,3228.71,2606.19,2702.27,3431.7,3163.67,3623.31,4912.31,4656.34
"1617.00_01099",9018.35,9939.26,7209.67,8648.66,7864.65,6414.51,6999.29,8258.38,8264.98,8946.31,9282.33,9167.35
"1617.00_01100",776.37,627.77,508.9,774.91,586.35,476.98,507.49,626.35,614.85,658.38,832.24,795.63
"1617.00_01101",20.43,21.48,10.45,19.58,10.4,10.74,21.69,17.6,15.92,15.1,22.13,19.08
"1617.00_01102",402.56,532.29,380.56,418.37,418.01,273.94,303.63,440.06,428.68,343.85,447.11,438.92
"1617.00_01103",18.16,39.38,38.8,24.73,25.53,33.3,28.92,27.87,15.92,17.77,24.35,22.75
"1617.00_01104",16.65,8.35,8.95,14.43,7.57,8.59,8.68,8.8,3.67,10.66,12.54,20.55
"1617.00_01105",12.11,4.77,4.48,5.15,6.62,5.37,10.12,5.13,7.35,7.11,6.64,5.14
"1617.00_01106",8.32,4.77,7.46,6.18,8.51,2.15,13.01,7.33,4.9,2.67,13.28,11.01
"1617.00_01107",17.4,11.93,37.31,15.46,34.05,25.78,37.59,27.87,23.27,28.43,26.56,16.15
"1617.00_01108",138.48,151.57,135.81,127.78,132.4,136.43,141.69,118.08,128.6,106.62,146.82,130.65
"1617.00_01109",3.78,4.77,2.98,2.06,3.78,4.3,2.89,2.93,1.22,3.55,2.21,1.47
"1617.00_01110",412.4,309.11,267.14,275.13,285.61,212.71,248.68,304.37,312.33,269.22,461.13,449.93
"1617.00_01111",438.89,322.24,319.37,339.02,396.26,328.73,310.85,392.38,373.57,381.17,365.95,422.77
"1617.00_01112",223.98,199.31,228.33,94.8,159.83,266.42,238.56,186.29,203.32,200.8,152.73,177.62
"1617.00_01113",1752.52,3279.67,2941.47,4507.24,2665.05,4234.8,3323.98,2728.35,2690.9,2526.01,2251.78,2024.3
"1617.00_01114",177.07,173.05,156.7,142.2,148.48,128.91,120,147.42,164.12,149.27,208.8,198.91
"1617.00_01115",264.84,138.44,153.71,186.51,170.23,183.7,160.49,174.56,155.55,153.71,322.42,367.72
"1617.00_01116",53.73,19.1,68.65,56.68,62.42,46.19,85.3,66.01,45.32,62.2,58.29,75.6
"1617.00_01117",116.53,84.74,104.47,127.78,94.57,99.91,153.26,91.68,116.36,95.07,126.16,143.86
"1617.00_01118",1417.3,501.26,573.07,762.54,580.68,642.42,683.88,719.49,644.25,674.37,1185.65,1327.76
"1617.00_01119",662.87,558.55,476.07,510.08,526.77,470.53,562.43,530.27,551.16,505.56,520.89,581.31
"1617.00_01120",1663.98,472.62,574.56,852.19,610.94,675.72,812.56,641.75,641.8,752.56,1479.3,1713.83
"1617.00_01121",295.11,293.59,232.81,205.06,273.31,179.4,195.19,277.97,290.28,250.56,278.89,289.92
"1617.00_01122",105.18,202.89,188.04,161.78,165.5,139.66,140.25,122.48,150.65,164.37,102.55,77.07
"1617.00_01123",404.83,471.42,282.06,431.76,302.63,276.09,286.28,316.84,309.88,318.97,470.72,459.47
"1617.00_01124",149.07,183.8,147.75,125.72,135.24,114.95,104.1,125.42,139.63,138.61,170.43,170.28
"1617.00_01125",328.41,440.39,385.03,313.26,405.72,376,332.54,350.58,356.42,294.98,251.59,255.42
"1617.00_01126",98.37,62.06,83.57,63.89,102.14,78.42,69.4,115.88,84.51,81.74,107.72,130.65
"1617.00_01127",177.82,163.51,125.36,159.72,161.72,177.26,150.37,156.95,189.84,147.49,163.05,157.07
"1617.00_01128",192.2,170.67,123.87,132.93,125.78,149.32,115.67,154.75,151.88,140.38,155.68,159.27
"1617.00_01129",222.47,256.6,147.75,134.99,163.61,132.14,125.79,161.35,170.25,183.03,151.25,198.91
"1617.00_01130",108.96,39.38,68.65,74.19,70.93,63.38,101.21,74.81,61.24,78.19,109.93,131.38
"1617.00_01131",522.88,262.56,222.36,221.55,220.35,232.04,247.24,283.1,275.58,255.89,450.06,515.98
"1617.00_01132",933.01,523.94,483.53,466.8,506.91,497.39,607.25,621.21,590.36,582.86,892.74,1042.25
"1617.00_01133",284.52,618.22,616.35,458.56,567.44,557.55,574,492.86,491.15,488.68,250.85,234.14
"1617.00_01134",7.57,50.13,23.88,14.43,24.59,29.01,27.47,17.6,20.82,18.66,4.43,5.14
"1617.00_01135",102.15,110.99,76.11,15.46,65.26,118.17,92.53,77.01,67.36,78.19,8.12,3.67
"1617.00_01136",42.38,52.51,50.74,10.3,53.91,58.01,43.38,57.21,55.12,48.87,14.76,11.74
"1617.00_01137",9.08,8.35,16.42,3.09,13.24,13.97,10.12,11,12.25,9.77,4.43,4.4
"1617.00_01138",79.45,56.09,67.16,28.85,78.5,79.5,95.43,57.94,50.22,61.31,16.97,19.82
"1617.00_01139",145.29,171.86,82.08,34.01,96.46,117.1,124.34,90.94,91.86,98.62,33.94,38.9
"1617.00_01140",115.78,102.64,104.47,41.22,74.71,102.06,95.43,62.34,73.49,85.3,27.3,30.09
"1617.00_01141",365.49,230.34,240.27,42.25,258.18,266.42,244.35,205.36,176.37,207.91,40.58,39.63
"1617.00_01142",84.75,41.77,49.25,1.03,47.29,58.01,53.5,45.47,36.74,33.76,6.64,4.4
"1617.00_01143",104.42,72.8,70.14,7.21,69.04,85.94,76.63,67.48,64.91,71.97,5.9,10.28
"1617.00_01144",362.46,319.85,219.38,17.52,233.59,255.68,254.47,192.16,187.4,216.79,22.87,22.02
"1617.00_01145",148.31,396.23,198.49,112.32,191.04,196.59,137.35,166.49,181.27,167.04,82.63,77.8
"1617.00_01146",46.16,118.15,74.62,10.3,77.55,66.61,63.62,49.87,64.91,49.76,9.59,9.54
"1617.00_01147",127.88,189.76,140.28,31.94,156.99,150.4,147.48,124.68,104.11,109.29,36.89,27.89
"1617.00_01148",333.7,377.14,201.47,55.64,249.67,179.4,161.93,227.36,243.74,247,64.19,52.85
"1617.00_01149",126.37,87.12,83.57,8.24,84.17,77.35,82.41,76.28,78.39,79.08,12.54,11.01
"1617.00_01150",761.24,637.32,374.59,40.19,473.81,328.73,307.96,392.38,372.34,447.8,44.27,38.9
"1617.00_01151",606.12,310.3,210.42,18.55,340.46,234.19,221.21,263.3,275.58,321.64,16.23,24.22
"1617.00_01152",1309.85,1389.21,674.55,30.91,939.11,590.85,530.62,743.69,826.74,877.84,48.7,36.7
"1617.00_01153",1214.5,3643.68,1971.43,1491.08,1910.37,1693.06,1599.09,1597.4,1724.52,1532.66,923.73,779.48
"1617.00_01154",34.05,26.26,26.86,2.06,26.48,30.08,28.92,33.74,30.62,40.87,14.02,10.28
"1617.00_01155",65.83,38.19,31.34,8.24,32.15,34.38,36.15,27.14,24.5,35.54,15.49,22.75
"1617.00_01156",180.85,161.12,131.33,29.88,107.81,133.21,137.35,115.88,102.88,117.28,44.27,52.11
"1617.00_01158",214.9,293.59,259.67,169,245.89,254.6,237.12,205.36,236.39,229.23,140.18,136.52
"1617.00_01159",66.59,128.9,104.47,83.47,89.84,92.39,52.05,76.28,94.31,78.19,60.5,46.24
"1617.00_01160",35.56,69.22,41.79,32.97,51.07,37.6,23.13,36.67,48.99,29.32,23.61,26.42
"1617.00_01161",19.67,28.64,8.95,15.46,8.51,18.26,8.68,11,15.92,21.32,13.28,9.54
"1617.00_01162",65.83,174.25,86.56,65.95,112.54,74.13,56.39,100.48,79.61,90.63,59.02,60.19
"1617.00_01163",12.11,32.22,13.43,12.37,20.81,7.52,7.23,11.73,6.12,11.55,10.33,8.81
"1617.00_01164",1.51,1.19,2.98,0,7.57,4.3,4.34,5.13,4.9,1.78,1.48,2.2
"1617.00_01165",99.88,313.88,191.02,127.78,176.85,171.88,128.68,148.89,176.37,167.04,65.66,60.19
"1617.00_01166",16.65,34.61,49.25,38.13,25.53,36.53,34.7,27.14,36.74,21.32,13.28,13.21
"1617.00_01167",186.15,290.01,1083.46,840.86,282.77,789.59,800.99,203.16,213.12,190.14,379.23,396.35
"1617.00_01168",30.27,23.87,116.41,83.47,21.75,103.13,82.41,19.07,19.6,23.99,53.12,46.97
"1617.00_01169",25.73,57.29,188.04,108.2,41.61,122.47,125.79,36.67,51.44,34.65,35.41,34.5
"1617.00_01170",41.62,82.35,292.51,173.12,71.88,254.6,203.86,51.34,78.39,60.42,84.11,57.98
"1617.00_01171",4.54,1.19,20.89,16.49,9.46,10.74,7.23,4.4,4.9,6.22,6.64,6.61
"1617.00_01172",6.05,2.39,10.45,6.18,0.95,3.22,5.78,4.4,2.45,7.11,7.38,4.4
"1617.00_01173",33.29,38.19,92.53,75.22,57.69,89.16,59.28,44.01,37.97,49.76,46.48,33.03
"1617.00_01174",3.03,1.19,7.46,5.15,3.78,7.52,5.78,5.13,1.22,2.67,2.95,2.94
"1617.00_01175",2.27,4.77,2.98,5.15,1.89,3.22,2.89,5.87,6.12,4.44,5.9,2.94
"1617.00_01176",65.08,38.19,64.17,47.4,54.85,39.75,44.82,55.74,60.02,47.98,87.06,84.41
"1617.00_01177",51.46,26.26,37.31,42.25,38.77,35.45,43.38,35.94,46.54,28.43,48.7,66.06
"1617.00_01178",0.76,2.39,2.98,1.03,0.95,2.15,1.45,0.73,0,3.55,0,0
"1617.00_01179",52.97,40.58,47.76,45.34,52.96,60.16,67.95,46.94,47.77,51.53,70.09,63.12
"1617.00_01180",9.84,22.68,14.92,11.34,15.13,16.11,11.57,19.07,14.7,10.66,11.8,9.54
"1617.00_01181",14.38,39.38,28.36,31.94,45.39,23.63,18.8,30.07,31.84,36.43,13.28,17.62
"1617.00_01182",35.56,38.19,32.83,27.82,38.77,32.23,37.59,35.2,29.4,29.32,36.89,38.9
"1617.00_01183",55.24,57.29,64.17,30.91,54.85,51.57,53.5,52.07,52.67,42.65,64.93,68.99
"1617.00_01184",6.81,5.97,19.4,9.27,12.29,7.52,8.68,13.2,7.35,8,4.43,14.68
"1617.00_01185",6.81,2.39,7.46,4.12,10.4,4.3,1.45,9.53,6.12,9.77,0.74,3.67
"1617.00_01186",55.24,47.74,46.26,36.07,39.72,56.94,43.38,44.01,47.77,36.43,30.99,43.3
"1617.00_01187",289.06,461.87,398.46,354.48,390.58,423.26,339.77,372.58,376.01,378.5,260.45,247.35
"1617.00_01188",124.86,110.99,135.81,143.23,138.08,141.8,143.14,146.69,124.93,131.5,128.38,129.18
"1617.00_01189",24.21,70.42,62.68,48.43,54.85,44.05,43.38,41.81,44.09,65.75,25.09,25.69
"1617.00_01190",42.38,121.73,77.6,49.46,56.74,110.65,105.55,52.07,68.59,74.63,20.66,24.96
"1617.00_01191",0,1.19,1.49,2.06,0.95,1.07,0,3.67,3.67,2.67,0.74,0
"1617.00_01192",15.89,4.77,11.94,5.15,11.35,13.97,10.12,8.8,12.25,8.89,5.16,5.14
"1617.00_01193",77.18,35.8,77.6,45.34,41.61,73.05,88.2,42.54,56.34,59.53,34.68,56.52
"1617.00_01194",115.78,75.19,176.1,187.54,147.53,152.55,174.95,134.22,129.83,129.72,154.94,157.8
"1617.00_01195",32.54,8.35,34.32,30.91,26.48,27.93,21.69,27.14,25.72,32.87,23.61,23.49
"1617.00_01196",66.59,122.93,204.46,197.85,156.99,168.66,144.58,163.55,153.1,153.71,101.82,86.61
"1617.00_01197",16.65,8.35,22.39,12.37,23.64,16.11,17.35,27.14,22.05,15.99,22.87,26.42
"1617.00_01199",251.22,399.81,325.34,243.19,373.56,250.31,248.68,293.37,268.23,304.76,187.4,178.36
"1617.00_01200",8.32,3.58,4.48,5.15,1.89,4.3,7.23,8.07,4.9,6.22,9.59,6.61
"1617.00_01201",541.8,981.04,602.92,475.04,575.95,591.93,613.03,564.74,665.07,627.28,396.94,425.71
"1617.00_01202",195.23,125.31,107.45,86.56,115.38,121.39,121.45,148.15,132.28,157.26,173.38,187.16
"1617.00_01203",385.16,439.2,191.02,228.76,306.42,218.08,213.98,334.44,263.33,296.76,360.05,387.54
"1617.00_01204",78.7,254.21,143.27,88.62,89.84,158.99,127.23,109.28,100.43,106.62,32.46,46.97
"1617.00_01205",20.43,40.58,41.79,18.55,33.1,34.38,47.71,22.74,39.19,34.65,5.16,7.34
"1617.00_01206",51.46,32.22,38.8,28.85,40.67,46.19,33.25,46.94,41.64,43.54,51.65,51.38
"1617.00_01207",23.46,38.19,16.42,18.55,14.19,20.41,10.12,11.73,14.7,15.1,14.76,11.74
"1617.00_01208",12.11,5.97,4.48,10.3,15.13,10.74,5.78,9.53,7.35,10.66,14.02,8.07
"1617.00_01209",14.38,15.52,19.4,16.49,15.13,20.41,23.13,16.14,15.92,18.66,16.23,18.35
"1617.00_01210",17.4,11.93,5.97,13.4,11.35,13.97,14.46,14.67,11.02,9.77,15.49,23.49
"1617.00_01211",26.48,10.74,11.94,11.34,9.46,7.52,13.01,13.2,6.12,9.77,12.54,21.29
"1617.00_01212",31.02,23.87,28.36,26.79,9.46,22.56,31.81,24.2,25.72,14.22,31.73,33.03
"1617.00_01213",6.05,0,7.46,6.18,5.67,2.15,5.78,4.4,12.25,3.55,5.9,9.54
"1617.00_01214",12.11,1.19,8.95,11.34,4.73,4.3,8.68,6.6,1.22,8,5.9,8.07
"1617.00_01215",4.54,2.39,4.48,12.37,11.35,6.45,8.68,5.13,2.45,7.11,7.38,8.07
"1617.00_01216",19.67,14.32,17.91,14.43,16.08,9.67,17.35,6.6,7.35,11.55,18.45,22.02
"1617.00_01217",15.89,0,8.95,11.34,16.08,16.11,7.23,15.4,13.47,6.22,9.59,23.49
"1617.00_01218",24.97,11.93,16.42,13.4,13.24,19.34,11.57,13.94,22.05,8,23.61,21.29
"1617.00_01219",62.05,57.29,53.73,54.61,60.53,47.27,70.85,48.41,55.12,66.64,43.53,36.7
"1617.00_01220",353.38,264.95,367.12,492.56,310.2,394.26,534.96,409.25,335.6,329.63,650.74,729.57
"1617.00_01221",23.46,22.68,17.91,39.16,34.99,31.15,24.58,27.87,22.05,20.44,27.3,16.15
"1617.00_01222",58.27,144.41,83.57,97.89,87.01,97.76,78.08,102.68,84.51,54.2,49.43,41.84
"1617.00_01223",12.86,16.71,13.43,18.55,15.13,11.82,10.12,12.47,14.7,12.44,7.38,7.34
"1617.00_01224",326.89,447.55,352.2,350.36,341.41,353.44,365.8,357.18,357.64,345.63,286.27,262.76
"1617.00_01225",130.91,194.54,94.02,109.23,97.41,94.54,66.51,103.41,96.76,103.95,112.88,104.22
"1617.00_01226",83.24,57.29,47.76,54.61,51.07,41.9,57.83,57.21,64.91,45.31,113.62,107.16
"1617.00_01227",62.05,23.87,28.36,39.16,42.56,36.53,44.82,53.54,34.29,44.43,59.76,77.8
"1617.00_01228",4.54,10.74,5.97,5.15,8.51,11.82,10.12,11.73,8.57,8,14.76,5.14
"1617.00_01229",25.73,28.64,41.79,31.94,40.67,36.53,39.04,30.8,37.97,26.66,29.51,24.96
"1617.00_01230",2.27,3.58,13.43,6.18,5.67,1.07,2.89,5.87,3.67,7.11,2.21,1.47
"1617.00_01231",12.11,21.48,8.95,15.46,8.51,18.26,10.12,12.47,22.05,8.89,10.33,8.07
"1617.00_01232",1445.3,1647,1284.94,2207.25,1545.32,1198.89,1307.04,1547.53,1624.09,1569.09,2244.4,2454.41
"1617.00_01233",763.51,2155.42,1314.78,6233.26,1206.75,1259.05,1165.34,905.78,1036.18,996.01,3239.7,2877.92
"1617.00_01234",180.85,147.99,341.75,397.76,386.8,538.21,526.28,446.66,360.09,347.4,378.49,171.02
"1617.00_01235",23.46,50.13,116.41,100.99,109.7,138.58,174.95,119.55,80.84,99.51,112.15,58.72
"1617.00_01237",148.31,97.86,83.57,79.35,112.54,100.98,151.81,135.68,124.93,105.73,154.2,173.22
"1617.00_01238",26.48,15.52,23.88,26.79,30.26,19.34,39.04,35.94,22.05,26.66,34.68,37.43
"1617.00_01239",87.02,62.06,82.08,56.68,57.69,51.57,59.28,67.48,71.04,58.64,109.93,101.29
"1617.00_01240",136.21,72.8,80.59,96.86,97.41,97.76,114.22,89.48,90.64,87.96,138.71,143.86
"1617.00_01241",426.02,239.89,256.69,210.21,238.32,244.94,261.7,266.23,248.64,278.1,462.6,507.91
"1617.00_01242",5725.95,5050.79,4921.85,6269.33,5378.34,4201.5,5366.94,5159.65,5057.22,5396.75,5965.89,6358.43
"1617.00_01243",1818.35,2323.7,2883.27,3211.95,2806.91,2537.44,2511.42,2316.16,2444.71,2374.07,2234.81,1743.93
"1617.00_01244",105.94,72.8,125.36,139.11,120.11,111.72,117.11,130.55,126.15,123.5,155.68,172.48
"1617.00_01245",40.86,25.06,38.8,37.1,35.94,20.41,33.25,39.61,34.29,38.21,40.58,49.18
"1617.00_01246",10.59,11.93,17.91,16.49,15.13,13.97,21.69,14.67,14.7,16.88,12.54,11.74
"1617.00_01247",53.73,46.55,59.7,26.79,52.01,47.27,26.03,47.67,31.84,42.65,39.84,44.77
"1617.00_01248",226.25,189.76,168.64,180.33,157.94,113.87,130.13,162.09,160.45,147.49,236.1,252.49
"1617.00_01249",388.94,348.49,316.38,379.21,312.09,300.8,364.35,318.31,263.33,285.21,423.5,462.4
"1617.00_01250",849.02,447.55,617.84,813.03,573.11,570.44,623.16,548.6,545.04,552.65,1083.1,1186.84
"1617.00_01251",1467.24,1743.67,1210.32,1289.11,1478.17,1052.79,1205.83,1442.65,1357.08,1465.14,1590.71,1641.9
