"","WT1-","PZGH2-","PZGH3-","PZGH2+","PZGH3+","WT2-","WT3-","WT1+","WT2+","WT3+"
"2351_03985",62,54,52,54,55,74,68,76,73,59
"2351_03986",122,121,151,121,81,189,133,165,140,123
"2351_03987",143,91,99,104,87,126,113,137,121,86
"2351_03988",150,78,102,71,90,130,98,87,51,53
"2351_03989",1024,885,1177,860,913,1330,1045,1488,1278,1223
"2351_03990",4741,5245,6421,6330,5525,7305,6581,8118,7307,6634
"2351_03991",12339,11042,14283,15244,13315,18444,17444,22143,19261,16188
"2351_03992",3692,3095,3567,3456,2964,4966,4393,5044,4297,3541
"2351_03993",3028,2823,3196,3441,3243,3900,3776,4721,3709,3038
"2351_03994",2040,2625,2986,3500,3388,3038,2956,3761,3194,2570
"2351_03995",190,114,117,155,141,164,105,137,131,153
"2351_03996",99,82,68,88,91,94,67,75,69,72
"2351_03997",82,63,51,50,64,81,72,67,62,58
"2351_03998",93,64,80,60,59,78,81,79,57,56
"2351_03999",237,259,326,262,258,395,317,288,250,244
"2351_04000",2484,1980,2320,1751,1763,2708,2198,2286,2013,1713
"2351_04001",337,285,405,344,283,448,342,494,468,361
"2351_04002",867,842,1079,898,782,1121,1011,1220,1182,908
"2351_04003",322,312,370,274,311,405,304,243,196,178
"2351_04004",6137,4307,5578,4066,3526,6766,6082,7365,6702,4797
"2351_04005",475,589,748,619,580,750,665,901,867,785
"2351_04006",20,19,22,9,19,31,25,12,23,17
"2351_04007",1236,709,744,580,585,1302,1111,855,864,610
"2351_04008",44,17,28,28,18,25,31,40,35,32
"2351_04009",85,66,75,62,80,83,86,75,67,55
"2351_04010",69,31,35,46,37,62,71,61,50,34
"2351_04011",77,35,29,40,35,48,32,54,40,32
"2351_04012",249,177,265,220,191,311,231,312,282,203
"2351_04013",58,63,84,50,59,76,79,97,78,66
"2351_04014",25,13,19,15,20,30,26,32,30,23
"2351_04015",216,195,283,216,163,290,240,340,358,284
"2351_04016",5278,6263,7489,6331,6309,7505,6987,5649,4585,4080
"2351_04017",3514,3567,5169,4169,3752,5812,5510,6017,5928,5098
"2351_04018",1158,1068,1437,1213,1050,1667,1349,1627,1646,1369
"2351_04019",85,83,138,122,119,123,119,143,111,136
"2351_04020",246,169,259,173,162,333,227,328,304,239
"2351_04021",329,345,436,308,254,506,398,520,485,389
"2351_04022",178,121,167,138,147,140,113,182,104,101
"2351_04023",198,157,183,164,140,172,168,176,138,110
"2351_04024",1764,1680,2263,2181,2011,2462,2200,2699,2403,2048
"2351_04025",11473,13557,17045,16159,14582,16330,13595,20261,18366,15959
"2351_04026",4699,2916,3651,3075,2838,4437,3162,4204,2954,2836
"2351_04027",4460,2823,3097,2393,2449,3304,3196,3937,2499,2412
"2351_04028",2176,2572,2806,2655,2665,2888,2298,2357,2045,1918
"2351_04029",3638,3022,3681,3913,3664,4041,3646,4424,3514,3146
"2351_04030",1454,1633,1972,1761,1654,2013,1699,1873,1862,1594
"2351_04031",859,708,1132,831,618,1059,822,1571,1485,1182
"2351_04032",4975,1840,1866,1069,1087,4008,2021,1657,1429,1189
"2351_04033",1644,1288,3033,2134,1444,2129,1944,6468,5573,4429
"2351_04034",3786,3260,4707,3447,3168,4995,4412,5349,5028,4275
"2351_04035",799,847,1281,1095,995,1374,1187,1555,1649,1258
"2351_04036",9277,10936,13457,10391,10647,12715,11131,11113,9938,9385
"2351_04037",49,27,34,12,23,45,37,52,29,31
"2351_04038",74,41,59,35,46,67,46,62,53,42
"2351_04039",33,21,28,12,20,21,28,23,33,25
"2351_04040",36,22,32,20,13,35,30,33,24,24
"2351_04041",255,249,301,222,230,337,287,382,351,275
"2351_04042",426,261,313,158,207,361,216,293,240,183
"2351_04043",222,166,185,120,165,199,166,172,120,132
"2351_04044",49,49,42,25,44,39,44,48,35,31
"2351_04045",20327,19721,26777,21409,20532,28997,24344,31197,29197,24869
"2351_04046",6822,7037,8771,6880,6657,8618,6865,7856,6490,5904
"2351_04047",1492,1402,1936,1605,1492,1888,1689,2116,2037,1661
"2351_04048",9575,8839,10734,8370,8277,11489,8396,12451,11116,10464
"2351_04049",164,80,78,49,52,96,62,57,53,47
"2351_04050",1679,1549,1935,1551,1429,2206,2017,2543,2294,1904
"2351_04051",3548,3081,3887,2849,2651,4548,3931,4510,3896,3253
"2351_04052",1539,1212,1128,1105,1028,1364,967,1137,865,847
"2351_04053",2624,1693,1687,1183,1249,2153,1618,1397,1076,1081
"2351_04054",21213,17920,19199,15193,16647,22767,16480,14787,13268,13515
"2351_04055",131,49,55,38,38,102,40,40,33,33
"2351_04056",63,28,45,31,36,48,30,31,27,33
"2351_04057",1399,1049,955,758,789,1187,898,802,719,760
"2351_04058",61,33,41,33,28,64,25,36,32,37
"2351_04059",5754,4303,6366,4775,4644,7045,5767,6403,6063,5256
"2351_04060",1818,2201,2949,2709,2886,2908,2213,2760,2831,2788
"2351_04061",5127,6561,9068,8746,8542,8179,6979,8528,8579,7959
"2351_04062",1561,1144,1318,905,793,1524,1176,1260,1101,836
"2351_04063",2028,1572,2469,1599,1248,2376,1952,2365,2064,1813
"2351_04065",610,476,621,473,437,717,531,637,612,523
"2351_04066",814,646,785,607,628,947,738,831,755,652
"2351_04067",6415,4233,4479,3284,3103,6264,4649,5389,5572,5109
"2351_04068",6405,7560,8891,8288,8101,8317,7330,8266,7389,6983
"2351_04069",15817,12041,12874,12246,12851,14400,10001,12347,10129,9633
"2351_04070",747,668,636,487,535,755,509,509,398,409
"2351_04071",1512,1668,1761,1512,1584,1476,1289,1013,840,855
"2351_04072",7280,7011,8486,8538,8216,10072,8166,9403,8814,7884
"2351_04073",3496,3322,3975,3219,3502,4380,3176,3723,3292,2912
"2351_04074",4066,3022,3434,2878,2786,4726,3697,4337,4007,3260
"2351_04075",3589,4987,6104,6036,5838,5213,4711,6972,6365,5654
"2351_04076",1077,849,901,761,741,830,656,897,804,751
"2351_04077",580,508,545,503,447,706,648,657,604,478
"2351_04078",521,465,490,464,399,671,567,580,516,460
"2351_04079",26,20,15,11,16,7,10,16,21,14
"2351_04080",11345,12092,14503,10680,10812,15416,13979,9707,7704,6122
"2351_04081",19333,28980,35425,31486,31258,31585,30639,30800,29499,26146
"2351_04082",437,549,680,741,717,648,533,604,574,553
"2351_04083",1470,1527,1684,1741,1780,1616,1278,1250,1172,1332
"2351_04084",741,523,550,467,541,576,447,338,293,277
"2351_04085",3358,683,784,588,534,1486,982,202,74,74
"2351_04086",376,215,227,181,153,318,229,249,197,193
"2351_04087",99,47,71,43,48,85,77,62,61,48
"2351_04088",162,87,136,69,67,191,131,117,115,100
"2351_04089",35,27,25,25,10,47,27,22,25,28
"2351_04090",131,102,123,85,79,185,122,141,113,90
"2351_04091",61,31,54,24,24,81,63,44,63,30
"2351_04092",32,13,29,8,9,23,19,27,19,19
"2351_04093",115,85,90,81,69,134,91,125,115,109
"2351_04094",1332,806,1083,800,791,1436,1116,1272,950,864
"2351_04095",1833,1512,2107,1592,1453,2278,1980,2173,1977,1600
"2351_04096",4148,2581,3215,2286,2125,4307,3227,4219,3580,3188
"2351_04097",612,590,767,591,524,973,769,854,839,694
"2351_04098",781,629,919,708,567,1152,941,1217,990,841
"2351_04099",17,17,17,12,12,30,19,22,15,16
"2351_04100",15,8,12,7,4,10,4,6,4,9
"2351_04101",738,397,362,272,260,479,364,416,279,287
"2351_04102",589,571,769,611,584,707,660,725,727,627
"2351_04103",242,178,218,225,198,253,225,269,247,190
"2351_04104",326,272,335,285,285,382,274,339,312,280
"2351_04105",2481,2198,2994,2756,2642,3276,2652,2868,2487,2266
"2351_04106",127,83,87,155,97,113,79,111,83,68
"2351_04107",1375,1285,1502,1199,1250,1662,1168,1338,1270,1257
"2351_04108",1390,1296,1529,1325,1148,1741,1371,1554,1365,1242
"2351_04109",5550,3567,4851,3616,2999,5487,4414,5811,4052,3334
"2351_04110",1547,1101,1539,1061,844,1581,1367,1681,1133,972
"2351_04111",1035,714,1027,651,567,1019,861,1002,736,575
"2351_04112",2679,2427,3895,3022,2649,3418,2902,4403,3340,2630
"2351_04113",8384,7398,11395,8865,7756,10651,9561,13267,10036,8169
"2351_04114",286,623,731,1143,1387,364,203,395,336,294
"2351_04115",2093,1231,1241,1233,1277,1579,950,1128,939,797
"2351_04116",265,294,383,251,269,353,347,405,417,312
"2351_04117",467,403,557,449,393,588,425,605,568,511
"2351_04118",2308,1723,2495,1789,1664,2855,2044,3389,3432,2955
"2351_04119",15609,9783,9745,6639,6744,10206,7512,11563,8734,8846
"2351_04120",2386,2349,2860,2085,1948,2875,2390,3144,3042,2816
"2351_04121",89353,63058,73443,55097,56285,70333,68982,96259,69125,64297
"2351_04122",463,500,520,432,380,550,470,364,308,290
"2351_04123",1984,1632,2124,1279,1240,2418,1644,2603,2814,2562
"2351_04124",8,15,13,6,7,10,6,8,13,14
"2351_04125",59,54,77,41,47,92,58,112,95,71
"2351_04126",62,77,113,106,68,95,73,146,176,144
"2351_04127",594,431,594,349,334,749,430,665,708,611
"2351_04128",296,201,194,126,127,310,143,145,165,191
"2351_04129",130,133,93,57,57,131,78,71,59,65
"2351_04130",812,446,489,316,336,590,412,363,359,399
"2351_04131",543,227,243,264,297,519,214,291,252,279
"2351_04132",23,5,8,5,7,8,8,12,5,3
"2351_04133",7,7,7,8,3,3,4,7,5,7
"2351_04134",259,175,295,249,211,280,212,480,426,340
"2351_04135",3216,9493,16167,4493,4339,23485,14221,3330,19523,13913
"2351_04136",17819,59629,57573,34401,35847,83375,55276,7836,76269,81696
"2351_04137",7297,10863,10499,5087,5368,14353,7294,4686,12090,8666
"2351_04138",333,624,589,372,405,723,129,288,572,162
"2351_04139",817,2990,4792,2174,1689,5530,4172,1102,5160,3716
"2351_04140",690,3150,4052,2130,2078,4716,3348,798,4730,3383
"2351_04141",25,23,18,14,23,25,19,25,24,26
"2351_04142",23008,47341,45720,22423,22470,67687,42611,12693,60589,52289
"2351_04143",10870,26920,32057,12757,12028,43376,30383,10049,36473,28704
"2351_04144",267442,621264,620664,324473,357775,868756,593823,181980,644743,590843
"2351_04145",76906,183694,175947,95933,99512,235069,176909,44412,162983,144192
"2351_04146",2687,11514,11971,5239,5119,15278,11604,2161,9365,7512
"2351_04147",809,2397,2265,1188,1112,3262,2167,527,1680,1020
"2351_04148",8757,23296,23774,13197,12648,37950,23919,8261,21177,14295
"2351_04149",38,13,17,24,26,39,29,33,21,26
"2351_04150",203,133,178,136,130,259,190,277,247,208
"2351_04151",288,189,182,200,202,283,249,402,360,280
"2351_04152",186,180,174,212,195,243,176,334,292,253
"2351_04153",324,271,307,278,281,424,328,446,416,337
"2351_04154",2283,2102,2809,2507,2400,3157,2729,3414,3060,2734
"2351_04155",820,955,1212,1203,1063,1351,1180,1609,1528,1384
"2351_04156",4896,3967,5613,3921,3313,6394,5585,7651,7619,6168
"2351_04157",228,289,330,243,180,394,280,378,440,287
"2351_04158",4035,3132,3676,3560,3391,4601,4173,6245,4925,4061
"2351_04159",23306,11669,13681,9157,9540,20961,14647,14891,11677,9429
"2351_04160",7360,4960,4859,3190,2925,7756,5475,5179,5886,5267
"2351_04161",10217,12815,16724,15163,14214,16114,15542,16611,14598,12653
"2351_04162",936,752,807,915,818,1223,948,830,771,595
"2351_04163",4015,3131,3298,2421,2492,5034,3984,1695,2187,2055
"2351_04164",8563,7349,7875,6011,6130,10103,7384,4201,5108,5192
"2351_04165",4559,3719,3989,3346,3293,5262,3889,2771,3124,2989
"2351_04166",3124,2209,2196,1933,2016,2919,2196,1742,1976,2019
"2351_04167",1688,1189,1220,942,1030,1433,1158,971,1037,1087
"2351_04168",39,24,24,26,17,40,25,26,35,25
"2351_04169",116,139,143,138,109,171,160,207,185,161
"2351_04170",1524,1038,1482,1372,1159,1556,1461,1886,1186,1180
"2351_04171",2445,1921,2621,2342,1948,2770,2567,3361,2255,2104
"2351_04172",465,407,596,461,379,554,538,712,482,433
"2351_04173",408,286,467,361,299,387,350,498,356,327
"2351_04174",387,405,548,445,338,440,428,641,406,427
"2351_04175",567,521,709,652,520,689,664,976,551,564
"2351_04176",8061,4576,5678,3403,3176,8531,5539,10334,9137,7553
"2351_04177",390,171,163,113,138,305,196,245,225,192
"2351_04178",72889,24596,25388,14606,15772,41216,23597,39783,28596,28544
"2351_04179",10662,11613,15148,10843,10047,17062,14581,15358,12762,11756
"2351_04180",12998,10418,17979,4427,3822,23136,19730,24380,21778,17706
"2351_04181",735,480,801,230,178,1290,929,1242,1282,931
"2351_04182",745,3909,4276,4748,5027,714,666,5420,4980,3813
"2351_04183",562,3064,3642,4379,4508,590,613,5316,4787,3394
"2351_04184",1479,8969,10465,12456,13281,1567,1722,14683,13429,9594
"2351_04185",552,4072,4045,4847,5265,552,513,5132,4588,3235
"2351_04186",445,314,347,172,181,451,419,306,250,252
"2351_04187",19,12,20,6,7,23,20,8,9,9
"2351_04188",46,38,29,16,28,36,42,29,33,29
"2351_04189",4701,8195,9170,13538,12195,5239,3441,11170,11205,10083
"2351_04190",1598,0,0,0,0,2791,2015,8135,7768,6590
"2351_04191",822,0,0,0,0,1502,1091,4325,3971,3332
"2351_04192",282,0,0,0,1,491,411,1598,1397,1143
"2351_04193",385,0,0,0,0,557,408,1626,1468,1183
"2351_04194",833,986,1366,1153,1034,1367,1186,1447,1331,1131
"2351_04195",632,458,570,366,331,708,577,785,704,574
"2351_04196",1615,954,1132,761,724,1539,1110,1525,1205,1129
"2351_04197",291,125,112,83,75,163,112,117,101,71
"2351_04198",206,156,146,89,102,157,144,118,66,66
"2351_04199",2275,968,935,615,663,1629,846,989,850,946
"2351_04200",1591,858,1044,849,819,1377,899,1085,1018,903
"2351_04201",1580,2454,3100,3423,2777,3253,3000,700,712,673
"2351_04202",1397,1819,2379,2604,1971,2398,2163,538,542,429
"2351_04203",210,178,186,179,183,248,233,283,242,177
"2351_04204",247,167,207,210,206,239,192,255,185,151
"2351_04206",33,3,17,9,5,26,18,4,10,10
"2351_04207",1453,1792,2221,2002,1963,2099,1894,2058,1825,1613
"2351_04208",119859,81552,85991,72207,73410,109030,76406,75196,62534,55878
"2351_04209",5113,5056,5724,4266,4401,5822,4859,5053,4858,4660
"2351_04210",1062,1186,1497,1107,986,1601,1393,1769,1695,1379
"2351_04211",1404,1393,1945,1691,1420,2042,1876,2395,2438,2009
"2351_04212",823,831,1433,1095,971,1577,1183,1832,1846,1639
"2351_04213",12186,9232,10472,8219,7563,10900,8667,10253,8663,7852
"2351_04214",379,373,435,348,337,512,345,478,457,400
"2351_04215",15,13,14,19,25,10,17,24,24,28
"2351_04216",14,10,16,27,19,29,22,33,30,23
"2351_04217",7,3,11,9,9,11,8,17,10,6
"2351_04218",38,36,44,35,31,52,37,47,53,56
"2351_04219",66,56,82,39,56,79,86,113,111,87
"2351_04220",670,505,557,413,460,620,435,447,378,338
"2351_04221",43902,50167,63570,65543,60996,64362,61188,70377,67299,56334
"2351_04222",70320,89000,111804,113197,109732,109834,103219,114610,113601,97730
"2351_04223",60258,57351,65265,59053,62269,69913,55834,56053,48336,44865
"2351_04224",93557,110624,122433,116554,119992,116586,109399,99126,87144,78799
"2351_04225",69324,89625,97613,93819,98216,89956,86475,76134,66113,59092
"2351_04226",40107,50918,55880,51885,52862,52624,47352,42342,36838,33480
"2351_04227",7504,8622,10338,8871,8380,10364,10132,9976,9253,7745
"2351_04228",5174,6254,7982,6818,6546,8004,7346,7568,6832,5926
"2351_04229",8151,7083,7674,5705,4940,9281,8590,6799,5783,4695
"2351_04230",96,84,83,75,71,86,89,103,104,73
"2351_04231",116,128,187,147,175,197,139,208,177,175
"2351_04232",512,409,566,437,473,553,372,650,561,544
"2351_04233",7814,8002,9703,7637,7297,11296,10025,10034,8728,7612
"2351_04234",3247,3892,4806,5094,4869,5101,4306,5571,4806,4370
"2351_04235",7204,3213,3116,1827,1900,4709,2900,3931,2985,2943
"2351_04236",636,412,413,329,376,477,409,728,674,606
"2351_04237",33,25,37,19,35,34,24,64,60,75
"2351_04238",139,85,86,69,58,135,83,125,124,89
"2351_04239",120,63,82,51,45,97,50,61,71,53
"2351_04240",1266,1059,1284,1110,1093,1393,1065,1522,1376,1303
"2351_04241",235,134,207,142,133,209,165,203,169,177
"2351_04242",228,170,148,136,136,244,135,141,126,120
"2351_04243",667,474,615,504,614,796,478,521,479,394
"2351_04244",108,59,94,82,76,116,82,106,82,64
"2351_04245",52,49,42,29,38,71,46,56,39,32
"2351_04246",551,436,510,409,416,543,463,500,407,380
"2351_04247",79,73,115,76,57,101,95,120,97,71
"2351_04248",140,92,166,123,115,145,149,181,156,116
"2351_04249",416,282,391,292,241,412,350,368,394,235
"2351_04250",13321,10535,15048,9576,8101,18485,14943,18884,17172,13920
"2351_04251",15,37,67,18,83,34,16,32,22,23
"2351_04252",28,39,72,31,71,32,37,38,40,35
"2351_04253",5,6,7,5,2,3,6,5,6,5
"2351_04254",6446,2849,2456,2312,2378,3968,2634,2208,1442,1243
"2351_04255",28,24,38,25,19,45,31,23,17,25
"2351_04256",84,88,90,62,63,109,86,60,58,45
"2351_04257",20,28,31,22,20,44,53,17,10,16
"2351_04258",9695,15521,12509,6011,6099,21616,16330,1493,2800,2079
"2351_04259",281,132,130,83,98,171,140,127,110,103
"2351_04260",3,5,7,4,6,14,5,7,5,5
"2351_04261",15,14,11,14,7,9,11,20,7,13
"2351_04262",5,10,11,10,6,6,11,8,7,5
"2351_04263",7,7,18,6,7,18,6,7,10,5
"2351_04264",24,32,39,24,34,48,30,27,23,20
"2351_04265",990,755,901,689,819,885,599,675,505,571
"2351_04266",4783,3873,3845,3402,3565,4285,3379,3458,3007,2874
"2351_04267",22,27,23,13,26,32,29,41,30,42
"2351_04268",97,67,95,70,84,120,77,114,121,101
"2351_04269",186,149,172,120,130,223,138,197,191,176
"2351_04270",73,71,52,56,40,81,42,70,72,72
"2351_04271",83,57,44,44,55,78,62,70,75,56
"2351_04272",6124,4520,4604,3577,3645,5642,4132,3884,3101,3095
"2351_04273",30945,18993,18437,13739,13912,25464,16399,20001,18345,19363
"2351_04274",12275,7755,7402,5106,4840,7266,5909,8253,7073,7738
"2351_04275",74,44,45,40,32,54,55,60,73,50
"2351_04276",54,33,34,29,32,76,35,51,67,60
"2351_04277",73,85,62,56,61,103,94,100,111,97
"2351_04278",108,58,54,60,80,86,65,74,89,88
"2351_04279",48,26,26,19,9,61,26,39,29,33
"2351_04280",51,19,33,24,32,62,30,37,34,28
"2351_04281",86,60,50,41,41,104,55,67,89,68
"2351_04282",159,117,146,101,112,195,117,121,144,102
"2351_04283",366,316,288,256,250,354,276,322,299,236
"2351_04284",504,384,426,340,317,480,353,403,406,389
"2351_04285",1571,871,995,861,788,1674,823,1029,886,907
"2351_04286",2923,2620,3266,2832,2949,3628,2646,2828,2648,2717
"2351_04287",3095,3508,4648,4378,4077,4741,4138,4025,3732,3185
"2351_04288",110,70,99,63,75,111,86,95,76,62
"2351_04289",61,30,40,19,19,38,36,30,21,20
"2351_04290",203,111,119,62,80,120,96,100,67,59
"2351_04291",1670,1090,1260,921,911,1315,1131,1454,1121,1149
"2351_04292",7867,4802,5871,3793,3779,8226,5437,6325,5620,5008
"2351_04293",4211,2404,2533,1645,1665,3031,2298,2740,2294,2574
"2351_04294",881,761,757,780,698,992,861,1012,741,634
"2351_04295",7,5,6,5,3,9,3,9,4,5
"2351_04296",49,31,30,23,17,43,20,26,21,23
"2351_04297",555,448,403,268,289,518,364,359,333,380
"2351_04298",106,52,60,42,40,66,43,46,42,30
"2351_04299",99,50,50,31,32,74,35,48,28,41
"2351_04300",1061,599,633,502,541,1031,578,572,441,448
"2351_04301",1389,844,905,665,636,1322,847,824,656,661
"2351_04302",649,512,533,422,397,591,485,412,430,422
"2351_04303",824,626,676,503,505,884,619,569,489,544
"2351_04304",4976,4121,4674,3515,3680,5115,3735,4023,3842,4004
"2351_04305",5425,4143,4935,3622,3778,6974,4884,4552,4142,3808
"2351_04306",7293,6612,8799,7020,6455,10541,8523,10985,10437,8676
"2351_04307",4491,3918,5483,4340,4166,6308,5038,6697,6381,5304
"2351_04308",6263,5034,5639,4719,4846,6086,4591,4978,4751,4771
"2351_04309",3113,2696,3368,2898,2847,4168,3307,3666,3366,2822
"2351_04310",667,468,542,408,431,670,525,544,433,414
"2351_04311",754,412,558,396,433,891,419,579,467,377
"2351_04312",37892,30937,28916,25713,25650,31745,26290,25686,21045,23578
"2351_04313",360,242,244,170,168,301,208,241,192,190
"2351_04314",3354,4152,4337,4324,4321,3919,3364,3123,3298,3778
"2351_04315",9,5,3,5,3,1,4,9,6,8
"2351_04316",262,7347,288,10474,204,263,9056,341,318,11761
"2351_04317",19,352,22,511,13,23,389,26,18,494
"2351_04318",2098,1538,2067,1477,1461,2577,1910,2215,1873,1746
"2351_04319",1128,1188,1569,1625,1468,1671,1540,2023,1664,1636
"2351_04320",32,29,59,71,47,69,54,77,72,68
"2351_04321",258,330,286,292,269,327,282,175,152,155
"2351_04322",459,405,382,331,299,498,356,260,208,211
"2351_04323",781,711,658,510,565,682,632,470,403,393
"2351_04324",367,268,278,197,224,281,207,163,154,130
"2351_04325",118,71,78,41,37,95,73,14,6,7
"2351_04326",252,147,161,123,108,230,161,179,142,135
"2351_04327",4317,2304,3376,2201,1693,4716,3111,5957,6137,4873
"2351_04328",4361,2788,3552,2486,2061,5078,3760,6441,6338,5227
"2351_04329",1290,591,644,417,438,1010,661,319,337,282
"2351_04330",235,379,450,325,252,246,198,170,146,140
"2351_04331",503,1090,1419,1017,939,738,554,502,429,383
"2351_04332",1565,2198,2316,1571,1619,1412,1010,705,493,409
"2351_04333",2127,1817,2187,1912,2097,2704,2306,2155,1705,1621
"2351_04334",22310,14781,13806,12177,12444,16537,13636,13984,10336,10183
"2351_04335",69,45,46,33,30,75,36,18,23,8
"2351_04336",2086,1339,1619,1380,1214,2110,1696,1796,1468,1264
"2351_04337",31,31,48,30,30,34,37,54,44,43
"2351_04338",1091,713,902,688,650,1094,770,1114,744,726
"2351_04339",2589,1900,2726,2209,2200,2861,1923,3587,2599,2406
"2351_04340",13794,7769,8839,7605,7634,11067,8300,9085,7910,7253
"2351_04341",666,444,731,537,455,644,608,839,753,640
"2351_04342",1971,1758,3572,2869,1974,3084,2468,5432,5108,4201
"2351_04343",193,138,262,247,170,336,169,444,403,326
"2351_04344",9036,9141,11026,9287,8976,11405,10915,10681,8974,7985
"2351_04345",18804,16608,17411,14036,15853,17491,13751,24204,21709,22232
"2351_04346",45924,41919,41475,29053,30107,47966,34929,37434,38542,38485
"2351_04347",435,262,293,244,205,347,239,356,256,244
"2351_04348",55281,74688,89566,84040,90300,83950,63270,69539,62152,56450
