"","WT1-","PZGH2-","PZGH3-","PZGH2+","PZGH3+","WT2-","WT3-","WT1+","WT2+","WT3+"
"2351_00081",12,6,15,18,7,17,11,17,22,7
"2351_00082",12,3,11,12,9,16,16,18,12,9
"2351_00083",75,75,90,50,39,67,57,90,71,62
"2351_00084",318,243,268,173,171,226,227,212,167,139
"2351_00085",732,589,711,631,633,928,671,842,698,625
"2351_00086",469,365,439,356,346,519,412,527,439,399
"2351_00087",16537,10331,10932,12029,11466,13385,10586,12154,7777,7413
"2351_00088",2266,1326,1536,1783,1623,2032,1716,1721,1104,1006
"2351_00089",1457,2081,2921,1312,1021,3738,2768,2164,3612,2584
"2351_00090",130,86,101,72,59,131,112,111,92,98
"2351_00091",53,38,38,29,37,57,33,37,28,34
"2351_00092",20,8,20,18,7,19,7,15,8,3
"2351_00093",54,50,62,34,41,74,45,38,34,32
"2351_00094",78,50,71,42,45,66,56,51,37,33
"2351_00095",68,58,56,49,39,82,43,47,38,32
"2351_00096",1208,1314,1737,1364,1281,1673,1630,1633,1346,1180
"2351_00097",4678,4732,5916,5371,5021,6684,5590,6334,5836,5039
"2351_00098",3535,2959,2987,2321,2447,3472,2759,2545,2170,2137
"2351_00099",19669,22857,28248,28344,26911,30171,28282,22787,21460,18107
"2351_00100",199,216,254,160,179,248,213,191,200,179
"2351_00101",8280,8527,11710,8765,7931,11964,10853,12526,10686,9293
"2351_00102",9388,11426,16826,13257,11250,16285,15357,19155,17767,14949
"2351_00103",9718,9084,12124,9939,9039,13541,10632,13321,13216,11364
"2351_00104",15787,12129,14095,11448,10836,16782,11788,14242,13782,12512
"2351_00105",22328,17319,19824,15250,14556,25681,18548,21339,21784,18799
"2351_00106",2249,2313,2957,2780,2242,3193,2667,3794,3584,3016
"2351_00107",1926,1680,2564,2024,1730,2512,1977,3141,3019,2687
"2351_00108",475,486,678,578,479,762,554,955,895,772
"2351_00109",1205,1083,1745,1314,945,1721,1256,2712,2607,2000
"2351_00110",1823,1736,2085,1640,1723,2201,1583,2319,2236,2100
"2351_00111",5696,5403,5755,4583,4676,5360,4819,4617,3869,3497
"2351_00114",1163,932,1180,1046,1010,1450,1069,1195,1060,976
"2351_00115",2534,2423,2984,2656,2428,3647,2975,3333,3003,2612
"2351_00116",2422,2518,3257,2972,2562,3827,3372,3973,3579,2953
"2351_00117",1668,1658,2017,1770,1566,2303,1883,2121,1848,1555
"2351_00118",1293,1177,1175,1117,1124,1182,1060,1389,1085,1054
"2351_00119",834,823,824,760,761,987,856,865,652,565
"2351_00120",7005,1942,2249,549,511,8912,8423,4501,3727,3112
"2351_00121",3065,799,1022,202,238,3624,3722,1616,1351,1144
"2351_00122",1458,387,511,129,139,1753,1718,717,635,527
"2351_00123",2061,525,557,167,140,1943,1968,844,679,572
"2351_00124",544,517,648,448,459,782,719,687,677,546
"2351_00125",3697,2432,2485,1915,1615,3488,2985,3389,2985,2427
"2351_00126",770,994,1164,794,775,1175,1120,1133,1082,925
"2351_00127",12090,5551,5123,3056,2617,6360,4303,7474,5726,5807
"2351_00128",379,551,532,524,537,496,479,506,445,392
"2351_00129",18617,15672,16100,11943,11346,17348,14481,15548,13422,11915
"2351_00130",1596,2053,2535,1970,1975,2206,2119,2256,1995,1868
"2351_00131",464,244,219,167,149,317,279,156,110,106
"2351_00132",2323,1274,1516,1285,1252,2409,1561,2024,1554,1237
"2351_00133",52024,45392,56282,48041,45594,64222,51363,48055,64110,54938
"2351_00134",12619,10796,14093,12665,11989,17654,12314,12173,16865,14676
"2351_00135",359,314,421,353,299,447,367,396,339,299
"2351_00136",1354,1424,1710,880,790,2070,1644,1757,2946,2932
"2351_00137",235566,129857,145674,54041,52744,214272,190780,170760,120062,123161
"2351_00138",12961,5919,7719,4576,4612,14589,14403,9603,7918,7224
"2351_00139",689,720,960,844,835,948,749,1017,1038,903
"2351_00140",1116,1440,1947,1923,1776,1777,1574,2228,2133,1894
"2351_00141",7363,6529,7593,5380,5244,9279,6802,8534,8385,7127
"2351_00142",64,46,66,56,50,63,45,48,56,44
"2351_00143",2100,2022,2155,1940,2024,2167,1685,2176,1999,2016
"2351_00144",59,42,26,26,23,50,42,32,21,25
"2351_00145",197,185,196,124,132,191,161,154,120,101
"2351_00146",234,190,193,131,125,213,173,175,196,157
"2351_00147",9068,7875,8509,7260,7219,10115,8602,12762,12017,10106
"2351_00148",158,103,108,91,74,111,109,80,60,60
"2351_00149",596,347,395,288,295,415,304,222,192,168
"2351_00150",3594,2482,2335,2198,2009,3192,1673,2226,1972,1662
"2351_00151",5497,4251,3956,3362,3439,4586,3192,3945,3383,3114
"2351_00152",2653,1941,2411,1648,1594,3032,2357,2196,1795,1833
"2351_00153",1250,899,1108,1004,1043,1406,1183,1249,1057,1003
"2351_00154",1061,202,192,177,185,896,944,245,230,202
"2351_00155",838,157,140,141,133,858,847,203,149,159
"2351_00156",217,134,235,154,136,342,257,408,346,262
"2351_00157",1614,1198,1241,1076,1001,1387,1230,1518,1272,1068
"2351_00158",1047,807,864,836,676,1176,942,1233,1076,778
"2351_00159",1621,1064,1225,1139,1147,1581,1102,1103,845,835
"2351_00160",229,188,206,187,182,260,185,320,254,185
"2351_00161",2315,767,795,385,408,1192,871,1037,728,704
"2351_00162",150,84,94,57,72,138,131,148,133,98
"2351_00163",1247,1022,1139,1057,1033,1370,1196,1094,869,817
"2351_00164",969,816,1009,925,895,1230,1030,1138,987,859
"2351_00165",747,657,801,716,648,1073,816,893,763,650
"2351_00166",154,126,169,137,152,173,164,177,159,120
"2351_00167",5050,5271,6230,4553,4317,7421,6520,8156,8995,7065
"2351_00168",632,480,461,442,486,713,621,936,711,609
"2351_00169",2422,1747,1851,1536,1623,2436,2036,2628,2132,1902
"2351_00170",3172,2302,2051,1709,1753,3263,2077,2372,1995,1656
"2351_00171",7671,5304,7223,3525,3317,9040,5906,11425,10430,8587
"2351_00172",8,12,18,12,7,12,8,8,18,17
"2351_00173",20,12,27,15,10,24,18,24,24,16
"2351_00174",3,2,11,2,0,4,5,10,6,1
"2351_00175",8,3,2,4,5,6,3,16,6,7
"2351_00176",1,0,7,2,0,0,1,5,5,2
"2351_00177",3,2,8,5,4,5,1,4,3,3
"2351_00178",11,8,8,8,3,10,4,16,13,10
"2351_00179",54,41,46,25,25,38,42,78,53,73
"2351_00180",12,16,19,7,3,17,13,24,31,10
"2351_00181",18,9,23,17,5,12,11,29,32,26
"2351_00182",21,24,30,23,18,33,27,63,42,44
"2351_00183",33,29,35,12,15,43,21,57,41,44
"2351_00184",175,188,275,176,127,256,184,371,348,325
"2351_00185",165,142,252,180,112,205,198,340,363,282
"2351_00186",180,120,142,113,66,207,126,174,150,129
"2351_00187",60,46,49,42,35,59,31,45,30,31
"2351_00188",42,44,35,39,49,43,34,33,44,42
"2351_00189",3,2,0,1,1,0,0,2,1,2
"2351_00190",9,5,5,3,5,10,6,10,6,6
"2351_00191",25,31,25,23,23,27,19,27,34,21
"2351_00192",30,21,23,22,20,25,36,33,31,22
"2351_00193",447,251,295,334,335,560,496,366,309,276
"2351_00194",865,627,647,631,623,1044,1108,750,722,545
"2351_00195",1739,1286,1866,1478,1465,2315,1727,1884,1688,1488
"2351_00196",648,774,848,830,818,944,915,1138,1166,1018
"2351_00197",315,145,165,100,112,362,326,176,131,136
"2351_00198",128,66,94,62,45,171,153,70,75,62
"2351_00199",528,229,250,140,124,604,514,236,244,164
"2351_00200",781,237,276,147,155,907,815,262,176,158
"2351_00201",455,168,202,113,105,549,630,177,136,115
"2351_00202",993,489,510,295,292,1374,1382,384,346,246
"2351_00203",5899,2539,2650,1451,1434,7288,6370,2070,1881,1510
"2351_00204",11847,12033,21790,17926,13410,15711,14473,27878,20581,17508
"2351_00205",1274,1176,2446,1867,1308,1653,1699,2809,2009,1639
"2351_00206",6252,5677,11743,8408,5574,7381,8028,13195,9189,6929
"2351_00207",69,40,39,26,40,45,41,40,47,31
"2351_00208",230,159,176,173,185,238,155,150,136,161
"2351_00209",1162,1072,1482,1059,906,1528,1401,1563,1470,1262
"2351_00210",1906,2187,3679,2854,2228,2976,3379,476,417,403
"2351_00211",217,96,108,70,71,186,116,154,147,146
"2351_00212",203,115,144,110,123,206,140,525,354,333
"2351_00213",3210,1796,1733,847,804,3037,2132,1648,1546,1282
"2351_00214",118,183,238,130,172,213,151,208,264,275
"2351_00215",4906,4254,5352,4557,4270,5663,4761,6205,5369,4710
"2351_00216",1982,2264,3354,2880,2310,3326,2619,5566,6109,5169
"2351_00217",3008,2767,3768,2280,2157,4140,3199,3865,3965,3318
"2351_00218",4469,4405,6746,4625,4545,7447,5065,6663,6947,5979
"2351_00219",3879,3249,3969,4495,4315,4431,3784,4829,3900,3464
"2351_00220",88,39,39,32,34,71,44,42,38,30
"2351_00221",1334,1354,1678,1412,1257,1886,1654,1838,1614,1354
"2351_00222",816,1029,1254,1221,1085,1344,1211,1471,1385,1181
"2351_00223",2365,2573,3441,3336,2881,3808,3326,3972,3771,3301
"2351_00224",5778,3656,4463,3065,2647,6542,4704,5270,4713,3954
"2351_00225",429,378,468,358,402,506,375,664,669,631
"2351_00226",1604,1805,2555,2278,2264,2445,2027,2332,2010,1904
"2351_00227",95,42,44,30,34,84,38,55,50,56
"2351_00228",4,4,7,6,2,6,4,7,6,6
"2351_00229",1252,1064,1276,1007,991,1361,1109,1573,1263,1269
"2351_00230",156064,49483,48525,24700,24274,106120,45100,78828,71077,62805
"2351_00231",391,478,694,604,571,670,548,752,640,511
"2351_00232",3848,3662,4583,4125,3835,5069,4005,4999,4224,3775
"2351_00233",1234,1274,1518,1097,1140,1385,1309,1262,1096,983
"2351_00234",5234,4873,6384,5243,4746,7525,6666,7314,6320,5474
"2351_00235",2067,1895,2230,2116,1881,2330,2100,2747,2580,2286
"2351_00236",1397,1273,1652,1602,1497,1897,1569,2153,1954,1561
"2351_00237",137,98,91,58,52,112,83,78,58,59
"2351_00238",14,28,27,6,16,29,22,20,7,6
"2351_00239",64,38,52,26,23,81,37,66,45,58
"2351_00240",7471,4344,3863,2882,3297,6170,5351,5669,3601,2905
"2351_00241",25999,15117,14143,12170,13746,26787,23718,24058,15744,12169
"2351_00242",6785,3796,3448,2824,2898,6422,5537,6233,3862,3126
"2351_00244",28912,17177,16460,13057,14503,26785,25226,28550,17860,14578
"2351_00245",2671,1601,1721,1237,1420,2651,2587,2939,1914,1523
"2351_00246",1307,849,804,595,667,1167,1161,1177,815,664
"2351_00247",295,220,235,180,179,295,253,230,181,154
"2351_00248",137,158,178,78,71,164,124,166,263,230
"2351_00249",76,46,59,59,61,82,67,104,80,66
"2351_00250",4,9,1,5,4,8,8,6,7,4
"2351_00251",10,9,9,6,7,14,11,17,8,13
"2351_00252",107,72,70,58,58,120,83,89,75,62
"2351_00253",19954,16999,21700,15564,15157,25283,20473,26549,25177,20386
"2351_00254",343,318,399,342,293,427,398,370,395,326
"2351_00255",709,375,364,291,241,514,407,324,276,256
"2351_00256",223,160,175,145,144,251,196,213,177,151
"2351_00257",132,65,114,71,70,138,107,118,116,89
"2351_00258",1225,1015,1261,1062,929,1466,1104,1352,1152,1154
"2351_00259",1214,870,1262,1082,947,1364,1189,1300,1083,894
"2351_00260",492,351,432,338,336,472,367,332,243,239
"2351_00261",27,25,28,20,18,39,22,21,25,20
"2351_00262",11,10,12,10,7,17,12,14,4,17
"2351_00263",15,13,11,8,12,20,15,16,13,14
"2351_00264",18,13,9,13,8,16,8,12,15,7
"2351_00265",9,11,11,6,4,18,12,13,14,10
"2351_00266",50,48,53,27,40,64,51,68,51,46
"2351_00267",621,506,609,524,614,782,688,780,668,510
"2351_00268",981,867,1187,1005,861,1220,1036,1466,1412,1109
"2351_00269",2462,2249,3213,2889,2484,3306,2791,4035,3492,3099
"2351_00270",1590,2279,2863,2431,2289,2831,2279,2232,2095,1983
"2351_00271",44,69,62,51,68,59,38,35,31,29
"2351_00272",1573,1831,2554,2524,2114,2105,1938,1945,2234,2074
"2351_00273",3534,5349,9057,8653,6635,7143,6251,7218,8341,7420
"2351_00274",5974,9722,14851,12401,10763,11297,9811,10316,12119,11713
"2351_00275",433,260,291,224,229,352,264,282,256,249
"2351_00276",119,100,128,92,90,128,105,149,109,128
"2351_00277",182,172,195,170,170,211,151,156,138,139
"2351_00278",187692,84367,74929,56771,44873,50620,56792,54029,44548,43913
"2351_00279",108294,52850,48653,37586,29346,32607,34133,37030,33151,31113
"2351_00280",3880,2031,2664,2224,2047,2515,2059,5494,2955,2705
"2351_00281",145,129,153,140,115,167,119,189,159,143
"2351_00282",13514,12441,14182,11939,11769,15135,12172,13713,12485,10723
"2351_00283",7737,5483,6570,6025,5528,8023,6066,8195,6827,5765
"2351_00284",588,616,749,611,585,782,626,616,514,472
"2351_00285",3244,2351,2483,1870,1846,3060,2121,2441,1971,1729
"2351_00286",1972,2350,2727,2575,2502,3072,2826,2774,2416,1967
"2351_00287",1126,855,1124,939,1022,1164,906,1114,956,872
"2351_00288",33558,19695,18281,10758,11419,24906,19087,18253,15141,12713
"2351_00289",397,296,307,235,197,346,277,347,304,261
"2351_00290",689,594,841,641,667,856,588,785,769,706
"2351_00291",2879,3390,3910,3815,3638,4599,4009,4220,3679,3221
"2351_00292",320,345,528,456,443,555,424,520,477,422
"2351_00293",286,213,296,254,247,343,323,345,261,241
"2351_00294",19150,20626,26995,18350,17083,28593,23284,27952,27569,25352
"2351_00295",14470,18460,25244,18203,17525,25169,20411,27865,26270,23928
"2351_00296",6168,8514,10972,8847,8219,10398,9373,11407,11020,10002
"2351_00297",1061,1358,1851,1547,1425,1799,1541,1897,1884,1695
"2351_00298",7868,9150,11297,9878,9237,12191,10762,11617,10428,9019
"2351_00299",8157,8457,11760,9686,9624,10982,9682,11213,9962,9002
"2351_00300",7412,7381,9175,7062,7097,9231,7766,8922,7780,6746
"2351_00301",4041,5107,6361,5546,5242,6337,5789,6674,5932,5342
"2351_00302",1017,1374,1614,1453,1339,1583,1470,1690,1448,1240
"2351_00303",2520,2405,3101,2471,2307,3501,3016,3255,2902,2442
"2351_00304",726,649,905,675,708,1048,852,940,761,632
"2351_00305",646,812,838,747,844,812,591,470,403,420
"2351_00306",503,507,508,397,402,562,498,442,416,299
"2351_00307",697,551,761,558,479,882,753,932,906,785
"2351_00308",824,781,899,747,710,1027,826,725,695,598
"2351_00309",1010,1109,1137,991,1087,1192,989,968,877,827
"2351_00310",5574,6725,9901,10013,7463,8870,8316,1356,1347,1084
"2351_00311",994,870,1172,1007,956,1372,1129,1527,1617,1297
"2351_00312",676,628,719,631,600,897,702,880,786,640
"2351_00313",747,763,1013,823,709,1149,934,1096,1023,783
"2351_00314",4887,4106,4313,3411,3132,4701,4005,3220,2892,2607
"2351_00315",387,243,285,227,278,381,320,14290,10059,8193
"2351_00316",31579,34058,43659,38589,36411,44492,40538,29638,24067,20287
"2351_00317",764,599,723,553,558,915,724,911,820,687
"2351_00318",126,66,118,113,97,135,94,206,187,140
"2351_00319",71,33,38,29,28,53,44,74,57,55
"2351_00320",32,30,36,27,33,37,35,56,40,36
"2351_00321",29,20,18,24,10,25,22,31,36,25
"2351_00322",102,59,81,62,59,99,64,135,98,88
"2351_00323",129,74,100,84,58,112,74,160,143,119
"2351_00324",647,394,491,321,246,707,553,710,663,520
"2351_00325",134,65,106,65,57,100,107,116,137,103
"2351_00326",20,19,47,25,33,43,28,45,49,44
"2351_00327",11,7,17,14,8,16,21,20,26,23
"2351_00328",20,17,21,14,8,21,21,41,26,21
"2351_00329",73,56,81,61,57,80,73,144,154,100
"2351_00330",3606,3030,3978,3824,3587,3895,2750,4471,3574,3179
"2351_00331",454,493,606,627,545,578,454,727,582,458
"2351_00332",8741,6310,7512,6006,5409,10499,7662,12026,10219,8593
"2351_00333",121,153,129,109,130,127,128,111,90,96
"2351_00334",10023,12294,12944,11873,12371,10864,10000,9507,7975,8017
"2351_00335",1669,1769,1941,1758,1856,2042,1867,2132,1799,1617
"2351_00336",3406,4254,6143,7450,6638,5767,4728,9219,8453,8230
"2351_00337",7344,9716,12847,15258,14167,11732,10234,16724,15253,14890
"2351_00338",3287,3858,4931,5415,5054,5007,3867,6850,5860,5665
"2351_00339",3671,3618,4401,4988,4421,4722,3844,6087,5257,5003
"2351_00340",867,1155,1346,1686,1521,1332,1178,1786,1685,1557
"2351_00341",1794,2261,2843,3406,2982,2807,2586,3779,3537,3354
"2351_00342",767,892,1084,1272,1239,1212,937,1505,1179,1194
"2351_00343",455,461,621,704,647,706,539,803,732,669
"2351_00344",1029,1111,1587,2103,1914,1732,1362,2461,2259,2055
"2351_00345",1397,1649,2123,2697,2748,1939,1673,2364,2425,2420
"2351_00346",3266,2247,2925,2569,2419,3990,3061,3838,3232,2551
"2351_00347",8651,6502,8106,5863,5613,9365,8059,8062,6657,5747
"2351_00348",582,417,477,385,350,655,455,523,426,385
"2351_00349",17722,15860,16866,15536,14780,16987,13916,13251,10472,9298
"2351_00350",4618,6153,7497,7072,6869,7121,6807,6902,6207,5559
"2351_00351",5263,5405,6827,6246,5745,7629,6544,8119,7592,6562
"2351_00352",5525,6409,8060,6626,6199,7972,7117,8468,7887,6928
"2351_00353",7621,9160,11953,11063,10557,12202,10518,13174,12289,10831
"2351_00354",3478,4064,5435,4651,4534,5706,4796,5709,5439,4806
"2351_00355",10162,9785,12040,9208,8577,12363,10644,12952,11664,10071
"2351_00356",7825,8451,10798,8470,8130,11420,9515,10526,9699,8406
"2351_00357",1236,1146,1344,1083,1107,1604,1232,1515,1422,1154
"2351_00358",1676,2567,3250,2893,2778,3113,2630,4155,4289,3692
"2351_00359",6918,10206,14508,13344,12071,13883,12223,12189,12713,11263
"2351_00360",7734,10958,15105,14982,13597,14481,13805,14727,14632,12428
"2351_00361",370,177,202,134,134,273,177,203,183,156
"2351_00362",145,103,132,78,98,150,110,91,115,71
"2351_00363",9063,6716,6790,4716,5352,9404,5841,6898,6052,6117
"2351_00364",6,4,2,1,1,9,3,2,2,2
"2351_00365",553,383,425,323,365,566,437,427,394,340
"2351_00366",3469,3620,4998,3992,3889,5497,4290,5437,5332,4551
"2351_00367",9359,9101,10832,8950,8731,12057,9604,12355,12072,10857
"2351_00368",2079,3287,4413,4311,3861,4296,3635,1071,1021,814
"2351_00369",2979,4722,6906,6887,6009,6342,5876,639,601,495
"2351_00370",6828,6621,8389,7218,7165,8862,7381,5754,4948,4536
"2351_00371",994,1180,1564,1548,1507,1537,1346,1142,1199,1133
"2351_00372",1927,2116,2749,2405,2240,2594,2273,2789,2461,2289
"2351_00373",2442,1879,2648,1972,1845,3400,2456,2943,2441,2174
"2351_00374",2708,2443,3677,2415,2360,4124,3060,4554,4146,3663
"2351_00375",870,838,1072,866,800,1180,1055,1199,1195,1004
"2351_00376",127,107,122,91,90,158,99,148,123,111
"2351_00377",201,145,168,135,116,183,158,189,182,153
"2351_00378",29,23,28,24,19,30,22,36,19,25
"2351_00379",13,16,15,22,9,18,12,13,33,20
"2351_00380",18,24,21,19,10,24,20,32,29,33
"2351_00381",84,62,60,48,39,99,81,72,94,68
"2351_00382",123,99,112,74,86,104,98,133,120,99
"2351_00383",7,3,8,6,3,4,6,3,5,7
"2351_00384",2,2,1,0,2,4,1,1,1,3
"2351_00385",6,5,12,8,2,5,5,10,4,8
"2351_00386",4,9,4,6,3,11,11,4,10,9
"2351_00387",54,40,32,23,24,49,43,53,40,32
"2351_00388",6,2,1,1,0,0,0,3,0,4
"2351_00389",4,3,3,2,0,6,6,6,5,6
"2351_00390",7250,6544,8000,5569,5661,8532,7148,6785,6022,5282
"2351_00391",3814,2902,3479,2434,2449,4301,3249,3863,3590,3091
"2351_00392",11913,12644,17073,13872,13152,18026,15957,18580,16325,13359
"2351_00393",7370,8274,10611,8970,7928,10886,10127,10549,9328,7704
"2351_00394",15,7,8,5,15,12,12,8,8,21
"2351_00395",5093,6273,9154,7639,6978,8668,7871,1069,1011,889
"2351_00396",1638,1285,1590,1260,1322,2044,1317,1235,1208,1162
"2351_00397",1718,1507,1832,1495,1424,2059,1534,1546,1632,1437
"2351_00398",2562,2014,2885,2076,1937,3315,2394,3129,2839,2495
"2351_00399",992,887,1234,927,833,1280,1074,1382,1296,1150
"2351_00400",287,233,386,304,257,402,389,488,532,472
"2351_00401",824,667,724,537,486,969,906,1178,982,867
"2351_00402",1984,1728,2224,1804,1621,2688,2463,2617,2318,1982
"2351_00403",960,623,741,562,502,964,747,712,550,482
"2351_00404",699,669,795,753,749,878,718,1030,830,802
"2351_00405",1712,1528,1835,1369,1434,2036,1667,1740,1463,1396
"2351_00406",654,386,427,379,357,675,587,759,696,519
"2351_00407",849,794,1199,931,992,1283,938,1295,1250,1244
"2351_00408",266,203,270,282,241,328,251,378,379,329
"2351_00409",6636,5983,9515,5961,4778,11409,9080,16468,17350,13782
"2351_00410",6884,6319,9240,5632,4993,11782,8288,14930,15689,13288
"2351_00411",14549,14652,20932,18542,16911,19922,18745,24311,19516,16308
"2351_00412",340,294,373,278,306,607,388,322,221,209
"2351_00413",384,309,483,357,388,686,532,364,301,249
"2351_00414",293,263,388,328,291,607,454,357,269,213
"2351_00415",175,178,233,189,201,362,233,207,165,147
"2351_00416",290,279,297,272,287,547,337,310,223,161
"2351_00417",393,320,333,284,294,513,402,284,205,168
"2351_00418",106,99,118,126,139,202,136,101,70,77
"2351_00419",204,272,334,352,284,383,329,214,201,163
"2351_00420",116,143,170,175,159,221,145,109,112,83
"2351_00421",126,118,196,178,146,232,153,99,91,90
"2351_00422",313,250,307,279,256,366,263,344,277,211
"2351_00423",214,182,264,244,200,344,228,289,284,214
"2351_00424",384,423,572,542,466,788,514,628,581,508
"2351_00425",244,230,321,284,225,401,282,327,331,268
"2351_00426",193,178,227,220,172,320,219,240,231,177
"2351_00427",326,250,354,257,206,465,365,328,269,268
"2351_00428",161,157,184,148,128,237,183,207,241,198
"2351_00429",505,612,733,660,629,773,665,721,626,591
"2351_00430",1576,1741,1931,1667,1629,1929,1702,1749,1500,1454
"2351_00431",1393,1066,1189,869,895,1600,1127,1372,1128,989
"2351_00432",573,504,637,459,422,714,634,657,584,470
"2351_00433",3006,3331,4045,2727,2605,4567,3718,3419,3031,2748
"2351_00434",2251,1950,2333,2059,1902,3001,2611,3066,2629,2153
"2351_00435",892,426,597,551,486,654,570,819,496,401
"2351_00436",487,276,328,324,280,374,329,517,311,232
"2351_00437",791,353,453,446,420,559,471,682,379,317
"2351_00438",192,201,219,199,210,235,200,191,171,146
"2351_00439",6455,4390,5017,4461,4288,6824,5330,5487,3584,2968
"2351_00440",574,484,725,886,780,763,512,1043,1115,1043
"2351_00441",262,208,337,390,265,351,243,421,445,383
"2351_00442",457,383,506,616,482,517,384,665,720,657
"2351_00443",523,483,711,832,664,746,558,1005,1040,943
"2351_00444",943,931,1583,1794,1502,1476,1071,1821,1842,1618
"2351_00445",399,376,486,261,236,583,455,444,330,324
"2351_00446",1324,1120,1397,1239,1269,1816,1405,1443,1436,1130
"2351_00447",49354,39518,46670,33364,33449,48604,40091,48681,43670,41487
"2351_00448",78872,74893,91118,71181,70544,92571,79856,98663,93718,83915
"2351_00449",17715,17113,20722,17740,17909,22644,17941,22945,21121,18560
"2351_00450",19554,16013,21294,17357,17082,23494,18029,23155,22067,19745
"2351_00451",1518,1614,2050,1734,1642,1899,1791,2113,1886,1771
"2351_00452",8912,6172,8299,5559,5176,10369,8005,9875,8478,6968
"2351_00453",2280,1823,2426,1700,1561,2802,2317,2918,2636,2120
"2351_00454",164,169,189,127,110,191,176,219,193,173
"2351_00455",857,800,1079,831,716,1064,952,1059,1103,886
"2351_00456",233,198,237,187,155,231,192,258,223,217
"2351_00457",457,184,208,146,150,333,198,218,169,152
"2351_00458",65,31,46,42,36,69,65,73,59,38
"2351_00459",290,207,322,218,194,339,290,308,210,214
"2351_00460",484,313,418,307,281,451,376,500,414,421
"2351_00461",2827,3025,3360,3113,3326,3650,3163,2726,2431,2120
"2351_00462",9261,10644,12545,12247,12184,12428,11762,10960,9561,8697
"2351_00465",10330,10694,13037,10760,10853,14466,11753,14472,12536,10765
